fish,sl,eye,pec,pel,month,year,side,location,time
837,48.35,3.68,8.95,6.29,3,2011,L,PAS3,Post
837,48.4,3.67,8.97,6.26,3,2011,L,PAS3,Post
838,39.5,3.45,6.17,4.87,4,2011,L,PAS3,Post
838,39.54,3.47,6.18,4.86,4,2011,L,PAS3,Post
839,39.57,3.06,7.72,4.08,4,2011,L,PAS3,Post
839,39.57,3.03,7.73,4.06,4,2011,L,PAS3,Post
840,61.14,4.03,10.87,7.3,1,2011,L,PAS3,Post
840,61.13,3.95,10.86,7.3,1,2011,L,PAS3,Post
841,36.76,2.86,6.78,4.54,4,2011,L,PAS3,Post
841,36.75,2.85,6.77,4.52,4,2011,L,PAS3,Post
842,48.3,3.5,8.74,6.27,3,2011,L,PAS3,Post
842,48.32,3.48,8.71,6.26,3,2011,L,PAS3,Post
843,43.05,3.36,8.3,5.56,3,2011,L,PAS3,Post
843,43.09,3.35,8.29,5.6,3,2011,L,PAS3,Post
844,52.94,3.46,9.16,6.25,3,2011,L,PAS3,Post
844,52.98,3.44,9.16,6.24,3,2011,L,PAS3,Post
845,45.21,3.44,8.63,5.63,3,2011,L,PAS3,Post
845,45.23,3.43,8.62,5.67,3,2011,L,PAS3,Post
846,42.98,3.47,8.08,5.56,3,2011,L,PAS3,Post
846,42.94,3.48,8.05,5.57,3,2011,L,PAS3,Post
847,41.15,3.29,8.58,4.77,4,2011,L,PAS3,Post
847,41.14,3.3,8.58,4.75,4,2011,L,PAS3,Post
848,41.83,3.09,7.76,5.26,4,2011,L,PAS3,Post
848,41.86,3.07,7.78,5.26,4,2011,L,PAS3,Post
849,45.62,3.55,8.15,5.24,3,2011,L,PAS3,Post
849,45.65,3.53,8.14,5.29,3,2011,L,PAS3,Post
850,40.56,3.08,8.95,4.42,4,2011,L,PAS3,Post
850,40.58,3.07,8.96,4.4,4,2011,L,PAS3,Post
851,44.17,3.19,7.55,5.73,3,2011,L,PAS3,Post
851,44.19,3.16,7.57,5.74,3,2011,L,PAS3,Post
852,37.17,2.95,7.18,4.91,4,2011,L,PAS3,Post
852,37.2,2.91,7.17,4.93,4,2011,L,PAS3,Post
853,32.53,2.92,5.43,3.53,4,2011,L,PAS3,Post
853,32.57,2.92,5.43,3.52,4,2011,L,PAS3,Post
855,46.08,3.51,10.13,4.61,4,2011,L,PAS6,Post
855,46.09,3.54,10.14,4.64,4,2011,L,PAS6,Post
856,41.64,3.11,8.58,4.69,4,2011,L,PAS6,Post
856,41.64,3.07,8.58,4.68,4,2011,L,PAS6,Post
857,40.48,3.24,8.71,3.84,4,2011,L,PAS6,Post
857,40.45,3.22,8.71,3.86,4,2011,L,PAS6,Post
859,38.97,3.2,9.05,4.51,4,2011,L,PAS6,Post
859,38.97,3.2,9.04,4.52,4,2011,L,PAS6,Post
860,41.25,3.01,8.7,4.35,4,2011,L,PAS6,Post
860,41.24,3.05,8.7,4.3,4,2011,L,PAS6,Post
861,40.88,3.13,8.51,4.51,4,2011,L,PAS6,Post
861,40.89,3.13,8.52,4.52,4,2011,L,PAS6,Post
862,42.7,3.26,9.78,4.4,4,2011,L,PAS6,Post
862,42.73,3.29,9.77,4.39,4,2011,L,PAS6,Post
863,54.3,4.29,9.64,6.83,3,2011,L,PAS6,Post
863,54.3,4.3,9.61,6.81,3,2011,L,PAS6,Post
864,51.97,4.08,9.85,6.39,3,2011,L,PAS6,Post
864,51.99,4.1,9.84,6.36,3,2011,L,PAS6,Post
865,43.02,3.81,8.68,5.13,4,2011,L,PAS6,Post
865,43.03,3.81,8.68,5.19,4,2011,L,PAS6,Post
867,40.96,3.29,8.87,3.92,4,2011,L,PAS6,Post
867,40.96,3.28,8.88,3.92,4,2011,L,PAS6,Post
868,44.7,3.47,9.63,4.54,4,2011,L,PAS6,Post
868,44.7,3.49,9.64,4.5,4,2011,L,PAS6,Post
869,34.08,2.95,7.4,3.3,5,2011,L,PAS6,Post
869,34.07,2.94,7.4,3.27,5,2011,L,PAS6,Post
870,32.63,2.53,6.36,3.62,5,2011,L,PAS6,Post
870,32.64,2.54,6.34,3.63,5,2011,L,PAS6,Post
871,40.09,3.46,8.72,3.96,4,2011,L,PAS6,Post
871,40.09,3.48,8.77,3.9,4,2011,L,PAS6,Post
873,36.09,3.22,7.59,3.8,4,2011,L,PAS6,Post
873,36.08,3.26,7.58,3.77,4,2011,L,PAS6,Post
874,42.41,3.36,9.37,4.1,4,2011,L,PAS6,Post
874,42.4,3.38,9.36,4.12,4,2011,L,PAS6,Post
981,69.52,4.74,12.75,9.44,1,2011,L,OFB2,Post
981,69.53,4.73,12.76,9.44,1,2011,L,OFB2,Post
982,41.33,3.06,7.61,5.45,5,2011,L,OFB2,Post
982,41.34,3.06,7.61,5.43,5,2011,L,OFB2,Post
1003,47.15,3.29,10.81,4.88,4,2011,L,PAS6,Post
1003,47.13,3.29,10.82,4.87,4,2011,L,PAS6,Post
1004,41.12,3.28,8.58,4.36,5,2011,L,PAS6,Post
1004,41.12,3.29,8.59,4.37,5,2011,L,PAS6,Post
1005,38.78,3.17,8.24,3.73,5,2011,L,PAS6,Post
1005,38.77,3.16,8.25,3.75,5,2011,L,PAS6,Post
1006,39.15,3.48,8.14,3.96,5,2011,L,PAS6,Post
1006,39.14,3.45,8.12,3.94,5,2011,L,PAS6,Post
1007,40.29,2.93,8.58,4.03,5,2011,L,PAS6,Post
1007,40.3,2.92,8.6,4.05,5,2011,L,PAS6,Post
1008,40.06,2.98,8.44,4.46,5,2011,L,PAS6,Post
1008,40.08,2.95,8.46,4.47,5,2011,L,PAS6,Post
1009,39.13,3.22,8.7,3.95,5,2011,L,PAS6,Post
1009,39.11,3.23,8.71,3.98,5,2011,L,PAS6,Post
1010,43.83,3.2,9.08,4.59,4,2011,L,PAS6,Post
1010,43.82,3.22,9.09,4.57,4,2011,L,PAS6,Post
1011,46.93,3.43,9.87,4.79,4,2011,L,PAS6,Post
1011,46.96,3.42,9.87,4.79,4,2011,L,PAS6,Post
1012,44.91,3.28,9.9,4.75,4,2011,L,PAS6,Post
1012,44.94,3.27,9.9,4.76,4,2011,L,PAS6,Post
1013,52.17,3.39,11.09,5.41,3,2011,L,PAS6,Post
1013,52.19,3.37,11.07,5.44,3,2011,L,PAS6,Post
1014,49.24,3.58,10.9,5.01,4,2011,L,PAS6,Post
1014,49.23,3.6,10.92,5.02,4,2011,L,PAS6,Post
1015,45.51,3.18,10.1,4.32,4,2011,L,PAS6,Post
1015,45.52,3.19,10.11,4.28,4,2011,L,PAS6,Post
1016,38.69,3.1,8.33,3.71,5,2011,L,PAS6,Post
1016,38.7,3.1,8.33,3.71,5,2011,L,PAS6,Post
1017,41.26,3.51,8.82,4.45,4,2011,L,PAS6,Post
1017,41.28,3.52,8.81,4.48,4,2011,L,PAS6,Post
1018,42.65,3.27,9.18,4.64,4,2011,L,PAS6,Post
1018,42.66,3.3,9.15,4.66,4,2011,L,PAS6,Post
1019,43.96,3.52,9.21,4.59,4,2011,L,PAS6,Post
1019,43.95,3.52,9.23,4.58,4,2011,L,PAS6,Post
1020,54.19,3.8,11.77,5.89,3,2011,L,PAS6,Post
1020,54.16,3.82,11.74,5.9,3,2011,L,PAS6,Post
1021,35.28,2.85,7.37,3.65,5,2011,L,PAS6,Post
1021,35.3,2.83,7.39,3.68,5,2011,L,PAS6,Post
1022,35.48,3.08,7.88,4.06,5,2011,L,PAS6,Post
1022,35.45,3.08,7.89,4.04,5,2011,L,PAS6,Post
1023,43.68,3.8,9.13,5.99,4,2011,L,OFB3,Post
1023,43.7,3.8,9.15,5.97,4,2011,L,OFB3,Post
1025,39.14,3.45,8.09,5.39,5,2011,L,OFB3,Post
1025,39.17,3.44,8.06,5.37,5,2011,L,OFB3,Post
1026,43.65,3.52,9.26,4.98,5,2011,L,OFB3,Post
1026,43.66,3.51,9.25,4.98,5,2011,L,OFB3,Post
1027,41.39,3.63,8.13,5.44,5,2011,L,OFB3,Post
1027,41.38,3.64,8.12,5.47,5,2011,L,OFB3,Post
1028,44.82,3.95,9,5.95,5,2011,L,OFB3,Post
1028,44.8,3.96,9.03,5.93,5,2011,L,OFB3,Post
1029,39.61,3.6,6.87,5.43,5,2011,L,OFB3,Post
1029,39.6,3.61,6.87,5.45,5,2011,L,OFB3,Post
1030,49.06,3.49,10.49,5.44,4,2011,L,OFB3,Post
1030,49.07,3.46,10.47,5.43,4,2011,L,OFB3,Post
1031,46.24,3.41,9.45,4.63,5,2011,L,OFB3,Post
1031,46.26,3.38,9.43,4.65,5,2011,L,OFB3,Post
1033,46.29,3.8,8.78,5.54,5,2011,L,OFB3,Post
1033,46.28,3.79,8.78,5.54,5,2011,L,OFB3,Post
1034,42.9,3.45,7.88,5.2,5,2011,L,OFB3,Post
1034,42.92,3.45,7.88,5.24,5,2011,L,OFB3,Post
1035,41.04,3.61,8.31,5.85,5,2011,L,OFB3,Post
1035,41.05,3.61,8.29,5.81,5,2011,L,OFB3,Post
1037,44.38,3.79,8.22,5.4,5,2011,L,OFB3,Post
1037,44.38,3.78,8.25,5.45,5,2011,L,OFB3,Post
1038,54.29,4.3,9.17,6.16,4,2011,L,OFB3,Post
1038,54.24,4.31,9.14,6.13,4,2011,L,OFB3,Post
1040,48.81,4.2,9.03,6.24,5,2011,L,OFB3,Post
1040,48.83,4.2,9.04,6.21,5,2011,L,OFB3,Post
1041,37.89,3.38,8.14,5.54,6,2011,L,OFB3,Post
1041,37.89,3.35,8.14,5.56,6,2011,L,OFB3,Post
1042,44.72,3.44,9.85,5.01,5,2011,L,OFB3,Post
1042,44.7,3.44,9.83,5.04,4,2011,L,OFB3,Post
1043,38.79,3.33,7.6,5.18,5,2011,L,PAS2,Post
1043,38.78,3.34,7.6,5.16,5,2011,L,PAS2,Post
1044,38.43,3.42,7.77,5,5,2011,L,PAS2,Post
1044,38.42,3.43,7.76,5.04,5,2011,L,PAS2,Post
1045,43.82,3.6,8.05,5.34,4,2011,L,PAS2,Post
1045,43.88,3.61,8.08,5.32,4,2011,L,PAS2,Post
1046,39.89,3.63,7.23,4.43,5,2011,L,PAS2,Post
1046,39.89,3.61,7.22,4.45,5,2011,L,PAS2,Post
1047,65.65,5.01,11.45,7.79,2,2011,L,PAS2,Post
1047,65.65,5.02,11.45,7.82,2,2011,L,PAS2,Post
1049,41.37,3.44,7.32,5.14,4,2011,L,PAS2,Post
1049,41.37,3.48,7.33,5.15,4,2011,L,PAS2,Post
1050,49.52,3.95,8.91,6.21,4,2011,L,PAS2,Post
1050,49.53,3.96,8.9,6.23,4,2011,L,PAS2,Post
1051,44.88,3.59,8.31,5.94,4,2011,L,PAS2,Post
1051,44.89,3.56,8.31,5.92,4,2011,L,PAS2,Post
