fish,sl,eye,pec,pel,month,year,side,location,time
2308,44.87,3.89,8.86,5.76,5,2012,L,OFB3,Post
2308,44.89,3.87,8.89,5.77,5,2012,L,OFB3,Post
2309,43.42,3.79,7.67,5.81,6,2012,L,OFB3,Post
2309,43.41,3.76,7.7,5.8,6,2012,L,OFB3,Post
2310,37.86,3.57,6.88,4.53,6,2012,L,OFB3,Post
2310,37.84,3.54,6.88,4.56,6,2012,L,OFB3,Post
2311,43.26,3.93,7.9,5.46,6,2012,L,OFB3,Post
2311,43.28,3.93,7.91,5.43,6,2012,L,OFB3,Post
2312,42.6,4.03,8.33,5.81,6,2012,L,OFB3,Post
2312,42.62,4.02,8.34,5.85,6,2012,L,OFB3,Post
42,57.15,4.12,10.07,8.12,7,2003,R,PAS3,Pre
42,57.17,4.11,10.1,8.1,7,2003,R,PAS3,Pre
43,54.61,3.85,9.76,7.4,8,2003,R,PAS3,Pre
43,54.62,3.89,9.75,7.39,8,2003,R,PAS3,Pre
44,64.48,4.58,11.01,7.72,6,2003,R,PAS3,Pre
44,64.47,4.58,11.03,7.74,6,2003,R,PAS3,Pre
45,49.99,3.62,8.84,6.72,8,2003,R,PAS3,Pre
45,50.01,3.62,8.87,6.75,8,2003,R,PAS3,Pre
46,43.32,3,6.64,5.46,9,2003,R,PAS3,Pre
46,43.31,3.01,6.68,5.43,9,2003,R,PAS3,Pre
47,55.16,4.07,9.25,6.53,7,2003,R,PAS3,Pre
47,55.13,4.1,9.27,6.54,8,2003,R,PAS3,Pre
48,38.73,2.53,5.68,4.43,9,2003,R,PAS3,Pre
48,38.71,2.54,5.68,4.41,9,2003,R,PAS3,Pre
50,63.68,4.46,11.71,8.45,6,2003,R,PAS3,Pre
50,63.66,4.46,11.74,8.43,6,2003,R,PAS3,Pre
51,40.85,2.83,7.14,5.13,9,2003,R,PAS3,Pre
51,40.83,2.8,7.07,5.12,9,2003,R,PAS3,Pre
52,41.66,2.68,6.87,5.32,9,2003,R,PAS3,Pre
52,41.64,2.67,6.89,5.34,9,2003,R,PAS3,Pre
53,52.68,3.81,8.9,7.16,8,2003,R,PAS3,Pre
53,52.61,3.81,8.94,7.18,8,2003,R,PAS3,Pre
54,61.22,4.25,11.1,8.73,7,2003,R,PAS3,Pre
54,61.21,4.26,11.08,8.69,7,2003,R,PAS3,Pre
55,60.4,4.19,10.66,8.26,7,2003,R,PAS3,Pre
55,60.47,4.19,10.65,8.22,7,2003,R,PAS3,Pre
56,60.78,4.3,10.92,7.83,7,2003,R,PAS3,Pre
56,60.72,4.32,10.88,7.85,7,2003,R,PAS3,Pre
57,57.48,4.14,10.61,7.86,7,2003,R,PAS3,Pre
57,57.49,4.14,10.57,7.81,7,2003,R,PAS3,Pre
58,67.31,4.44,10.33,7.33,6,2003,R,PAS3,Pre
58,67.33,4.45,10.33,7.28,6,2003,R,PAS3,Pre
59,58.65,4.22,9.9,7.01,7,2003,R,PAS3,Pre
59,58.64,4.22,9.87,7.01,7,2003,R,PAS3,Pre
60,54.95,3.98,9.35,7.31,8,2003,R,PAS3,Pre
60,54.96,3.98,9.37,7.34,8,2003,R,PAS3,Pre
61,63.53,4.31,10.8,7.96,6,2003,R,PAS3,Pre
61,63.55,4.34,10.82,7.95,6,2003,R,PAS3,Pre
117,57.49,4.1,10.55,7.09,6,2004,R,PAS1,Pre
117,57.46,4.11,10.58,7.08,6,2004,R,PAS1,Pre
118,58.02,4.19,10.75,7.15,6,2004,R,PAS1,Pre
118,58.04,4.22,10.73,7.14,6,2004,R,PAS1,Pre
119,55.65,4.21,10.1,6.1,6,2004,R,PAS1,Pre
119,55.66,4.21,10.11,6.11,6,2004,R,PAS1,Pre
120,50.93,4.01,9.94,6.05,7,2004,R,PAS1,Pre
120,50.94,4,9.95,6.06,7,2004,R,PAS1,Pre
121,60.92,4.34,10.81,7.16,6,2004,R,PAS1,Pre
121,60.92,4.35,10.81,7.16,6,2004,R,PAS1,Pre
122,50.84,4,9.57,6.53,7,2004,R,PAS1,Pre
122,50.83,4,9.55,6.52,7,2004,R,PAS1,Pre
123,55.53,4.04,9.93,6.47,6,2004,R,PAS1,Pre
123,55.52,4.05,9.95,6.44,6,2004,R,PAS1,Pre
124,53.45,4.1,10.33,6.78,7,2004,R,PAS1,Pre
124,53.45,4.13,10.35,6.75,7,2004,R,PAS1,Pre
125,51.12,3.75,9.48,6.07,7,2004,R,PAS1,Pre
125,51.14,3.73,9.48,6.05,7,2004,R,PAS1,Pre
126,51.54,3.98,9.7,6.41,7,2004,R,PAS1,Pre
126,51.56,3.97,9.74,6.38,7,2004,R,PAS1,Pre
127,54.69,3.89,10.03,6.81,6,2004,R,PAS1,Pre
127,54.66,3.88,10.01,6.83,6,2004,R,PAS1,Pre
128,49.27,3.97,9.72,6.28,7,2004,R,PAS1,Pre
128,49.25,3.95,9.76,6.3,7,2004,R,PAS1,Pre
129,46.44,3.89,8.73,6.09,7,2004,R,PAS1,Pre
129,46.45,3.87,8.73,6.05,7,2004,R,PAS1,Pre
130,49.87,3.71,9.12,6.12,7,2004,R,PAS1,Pre
130,49.85,3.71,9.11,6.11,7,2004,R,PAS1,Pre
131,51.74,4.05,10.2,6.63,7,2004,R,PAS1,Pre
131,51.48,4.06,10.19,6.61,7,2004,R,PAS1,Pre
132,54.48,4.02,10.09,6.26,6,2004,R,PAS1,Pre
132,54.48,4.05,10.11,6.25,6,2004,R,PAS1,Pre
133,56.38,4.13,10.05,7.4,6,2004,R,PAS1,Pre
133,56.4,4.12,10.06,7.38,6,2004,R,PAS1,Pre
134,40.77,3.07,7.21,4.48,8,2004,R,PAS1,Pre
134,40.74,3.07,7.2,4.44,8,2004,R,PAS1,Pre
135,49.83,3.74,8.8,5.23,7,2004,R,PAS1,Pre
135,49.83,3.71,8.86,5.23,7,2004,R,PAS1,Pre
136,65.26,4.44,10.99,7.64,6,2003,R,PAS4,Pre
136,65.28,4.47,10.98,7.67,6,2003,R,PAS4,Pre
137,66.6,4.59,11.86,8.27,6,2003,R,PAS4,Pre
137,66.59,4.61,11.88,8.28,6,2003,R,PAS4,Pre
138,62.48,4.29,10.99,7.74,7,2003,R,PAS4,Pre
138,62.48,4.3,10.99,7.75,7,2003,R,PAS4,Pre
139,63.02,4.38,11.24,8,7,2003,R,PAS4,Pre
139,63.01,4.4,11.19,8.07,7,2003,R,PAS4,Pre
140,70.29,4.58,11.75,8.71,5,2003,R,PAS4,Pre
140,70.32,4.56,11.67,8.68,5,2003,R,PAS4,Pre
141,73.58,5.15,12.12,8.54,5,2003,R,PAS4,Pre
141,73.56,5.18,12.14,8.56,5,2003,R,PAS4,Pre
142,64.86,4.38,11.21,7.71,6,2003,R,PAS4,Pre
142,64.85,4.35,11.27,7.71,6,2003,R,PAS4,Pre
143,65.17,4.57,11.82,8.39,6,2003,R,PAS4,Pre
143,65.14,4.56,11.83,8.39,6,2003,R,PAS4,Pre
144,62.88,4.5,11.64,7.86,7,2003,R,PAS4,Pre
144,62.88,4.53,11.65,7.88,7,2003,R,PAS4,Pre
146,66.06,4.61,9.87,8.07,6,2003,R,PAS4,Pre
146,66.08,4.6,9.91,8.08,6,2003,R,PAS4,Pre
147,64.17,4.49,10.06,7.33,6,2003,R,PAS4,Pre
147,64.2,4.48,10.02,7.3,6,2003,R,PAS4,Pre
148,67.74,4.53,12.15,8.55,10,1985,R,OFB3,Pre
148,67.78,4.53,12.16,8.55,10,1985,R,OFB3,Pre
149,59.83,4.37,10.84,7.85,11,1985,R,OFB3,Pre
149,59.88,4.36,10.83,7.83,11,1985,R,OFB3,Pre
150,70.99,4.57,12.15,8.3,9,1985,R,OFB3,Pre
150,70.96,4.59,12.14,8.3,9,1985,R,OFB3,Pre
151,54.83,4.22,9.18,6.48,12,1985,R,OFB3,Pre
151,54.84,4.22,9.19,6.42,12,1985,R,OFB3,Pre
152,64.95,4.7,11.12,7.83,10,1985,R,OFB3,Pre
152,64.92,4.71,11.15,7.86,10,1985,R,OFB3,Pre
153,60.57,4.3,11.36,7.61,11,1985,R,OFB3,Pre
153,60.58,4.3,11.37,7.62,11,1985,R,OFB3,Pre
154,67.53,4.64,10.95,7.4,10,1985,R,OFB3,Pre
154,67.56,4.65,10.94,7.39,10,1985,R,OFB3,Pre
155,66.91,4.77,11.38,7.78,10,1985,R,OFB3,Pre
155,66.94,4.77,11.4,7.78,10,1985,R,OFB3,Pre
156,62.84,4.69,10.6,6.92,11,1985,R,OFB3,Pre
156,62.85,4.7,10.56,6.92,11,1985,R,OFB3,Pre
157,46.23,3.34,8.41,6.04,1,1986,R,OFB3,Pre
157,46.28,3.32,8.42,6.04,1,1986,R,OFB3,Pre
158,68.9,5.16,12.75,8.58,10,1985,R,OFB3,Pre
158,68.92,5.15,12.76,8.56,10,1985,R,OFB3,Pre
159,73.56,4.9,13.23,9.24,9,1985,R,OFB3,Pre
159,73.58,4.9,13.25,9.27,9,1985,R,OFB3,Pre
160,62.16,4.34,11.34,7.55,11,1985,R,OFB3,Pre
160,62.17,4.33,11.34,7.57,11,1985,R,OFB3,Pre
161,66.73,4.27,11.63,7.76,10,1985,R,OFB3,Pre
161,66.72,4.27,11.65,7.76,10,1985,R,OFB3,Pre
162,69.38,4.84,12.52,8.4,10,1985,R,OFB3,Pre
162,69.37,4.85,12.52,8.42,10,1985,R,OFB3,Pre
163,66.49,4.19,11.26,7.56,10,1985,R,OFB3,Pre
163,66.48,4.18,11.24,7.54,10,1985,R,OFB3,Pre
164,64.07,4.42,10.2,7.17,10,1985,R,OFB3,Pre
164,64.06,4.4,10.18,7.17,10,1985,R,OFB3,Pre
165,56.65,4.02,9.94,7.01,11,1985,R,OFB3,Pre
165,56.64,4.03,9.94,7.02,11,1985,R,OFB3,Pre
166,67.75,4.67,11.83,8.33,10,1985,R,OFB3,Pre
166,67.77,4.67,11.8,8.31,10,1985,R,OFB3,Pre
167,56.31,4.24,9.76,6.5,11,1985,R,OFB3,Pre
167,56.33,4.24,9.78,6.53,11,1985,R,OFB3,Pre
168,39.5,2.52,6.66,5.12,1,2003,R,PAS3,Pre
168,39.51,2.51,6.69,5.12,1,2003,R,PAS3,Pre
169,35.85,2.73,6.28,4.99,2,2003,R,PAS3,Pre
169,35.88,2.73,6.26,4.92,2,2003,R,PAS3,Pre
170,44.29,2.89,6.86,5.52,1,2003,R,PAS3,Pre
170,44.3,2.9,6.84,5.52,1,2003,R,PAS3,Pre
171,36.46,2.52,5.51,4.13,1,2003,R,PAS3,Pre
171,36.46,2.51,5.52,4.12,1,2003,R,PAS3,Pre
172,35.58,2.39,5.39,4.37,2,2003,R,PAS3,Pre
172,35.57,2.37,5.35,4.39,2,2003,R,PAS3,Pre
173,43.63,3.15,7.49,5.72,1,2003,R,PAS3,Pre
173,43.63,3.17,7.48,5.72,1,2003,R,PAS3,Pre
174,37.23,2.62,4.69,3.95,1,2003,R,PAS3,Pre
174,37.25,2.62,4.69,3.95,1,2003,R,PAS3,Pre
175,38.41,2.69,5.83,4.97,1,2003,R,PAS3,Pre
175,38.42,2.68,5.83,4.99,1,2003,R,PAS3,Pre
177,46.96,3.52,7.02,5.44,1,2003,R,PAS3,Pre
177,46.97,3.53,7.03,5.43,1,2003,R,PAS3,Pre
178,36.32,2.87,5.99,4.71,1,2003,R,PAS3,Pre
178,36.3,2.88,5.96,4.71,1,2003,R,PAS3,Pre
194,64.18,4.84,11.88,8.48,5,2003,R,PAS6,Pre
194,64.15,4.85,11.89,8.48,5,2003,R,PAS6,Pre
195,61.05,4.38,12.74,8.47,6,2003,R,PAS6,Pre
195,61.05,4.4,12.75,8.49,6,2003,R,PAS6,Pre
196,52.93,4.35,11.07,7.51,7,2003,R,PAS6,Pre
196,52.92,4.35,11.08,7.5,7,2003,R,PAS6,Pre
197,48.98,4.14,10.58,7.38,7,2003,R,PAS6,Pre
197,48.99,4.14,10.57,7.38,7,2003,R,PAS6,Pre
198,48.7,4.06,9.99,6.31,7,2003,R,PAS6,Pre
198,48.68,4.07,9.99,6.32,7,2003,R,PAS6,Pre
199,55.35,4.54,11.06,7.58,6,2003,R,PAS6,Pre
199,55.35,4.53,11.03,7.55,6,2003,R,PAS6,Pre
200,53.85,3.83,9.77,6.57,6,2003,R,PAS6,Pre
200,53.87,3.84,9.76,6.59,6,2003,R,PAS6,Pre
202,55.39,4.17,9.03,6.89,6,2003,R,PAS6,Pre
202,55.4,4.19,9.04,6.9,6,2003,R,PAS6,Pre
203,59.03,3.98,9.86,6.89,6,2003,R,PAS6,Pre
203,59.04,3.95,9.87,6.91,6,2003,R,PAS6,Pre
204,51.19,4.03,9.51,6.18,7,2003,R,PAS6,Pre
204,51.18,4.04,9.5,6.18,7,2003,R,PAS6,Pre
205,56.63,4.05,11.18,7.25,6,2003,R,PAS6,Pre
205,56.64,4.04,11.17,7.25,6,2003,R,PAS6,Pre
206,71.86,5.2,14.23,9.68,4,2003,R,PAS6,Pre
206,71.85,5.19,14.21,9.67,4,2003,R,PAS6,Pre
207,59.77,4.65,12.36,8.09,6,2003,R,PAS6,Pre
207,59.77,4.65,12.37,8.1,6,2003,R,PAS6,Pre
208,54.96,4.5,10.06,7.78,6,2003,R,PAS6,Pre
208,54.98,4.51,10.06,7.87,6,2003,R,PAS6,Pre
209,54.7,4.37,11.16,7.47,6,2003,R,PAS6,Pre
209,54.69,4.37,11.15,7.45,6,2003,R,PAS6,Pre
210,54.28,4.28,10.5,7.22,6,2003,R,PAS6,Pre
210,54.28,4.28,10.51,7.21,6,2003,R,PAS6,Pre
211,52.71,3.97,10.39,6.81,7,2003,R,PAS6,Pre
211,52.72,3.97,10.4,6.81,7,2003,R,PAS6,Pre
212,54.25,4.42,9.5,6.63,6,2003,R,PAS6,Pre
212,54.24,4.43,9.49,6.63,6,2003,R,PAS6,Pre
213,69.87,4.84,10.71,8.01,10,2002,R,PAS6,Pre
213,69.88,4.84,10.72,8.01,10,2002,R,PAS6,Pre
214,67.63,4.69,12.64,8.63,10,2002,R,PAS6,Pre
214,67.64,4.68,12.66,8.62,10,2002,R,PAS6,Pre
215,59.63,4.24,9.55,7.34,11,2002,R,PAS6,Pre
215,59.65,4.25,9.56,7.35,11,2002,R,PAS6,Pre
216,59.06,4.32,10.23,7.79,11,2002,R,PAS6,Pre
216,59.06,4.32,10.24,7.76,11,2002,R,PAS6,Pre
217,53.87,3.84,8.9,7.11,12,2002,R,PAS6,Pre
217,53.86,3.86,8.91,7.1,12,2002,R,PAS6,Pre
218,65.67,4.62,10.87,8.37,10,2002,R,PAS6,Pre
218,65.66,4.63,10.88,8.38,10,2002,R,PAS6,Pre
219,56.59,4.28,10.41,7.46,11,2002,R,PAS6,Pre
219,56.6,4.27,10.41,7.46,11,2002,R,PAS6,Pre
220,60.43,4.28,10.48,7.65,11,2002,R,PAS6,Pre
220,60.44,4.28,10.49,7.68,11,2002,R,PAS6,Pre
221,58.71,4.43,10.48,7.48,11,2002,R,PAS6,Pre
221,58.73,4.41,10.5,7.47,11,2002,R,PAS6,Pre
222,56.59,4.25,9.94,7.26,11,2002,R,PAS6,Pre
222,56.56,4.25,9.95,7.26,11,2002,R,PAS6,Pre
223,53.99,4.08,9.15,6.65,12,2002,R,PAS6,Pre
223,53.99,4.07,9.16,6.63,12,2002,R,PAS6,Pre
224,62.45,4.16,10.7,7.83,11,2002,R,PAS6,Pre
224,62.44,4.16,10.72,7.85,11,2002,R,PAS6,Pre
226,64.09,4.72,11.62,8.18,10,2002,R,PAS6,Pre
226,64.08,4.71,11.61,8.16,10,2002,R,PAS6,Pre
227,57.88,4.21,10.42,7.43,11,2002,R,PAS6,Pre
227,57.89,4.21,10.41,7.42,11,2002,R,PAS6,Pre
228,59.42,4.48,10.24,7.59,11,2002,R,PAS6,Pre
228,59.42,4.47,10.26,7.57,11,2002,R,PAS6,Pre
229,56.91,4.04,10.17,7.43,11,2002,R,PAS6,Pre
229,56.91,4.04,10.17,7.41,11,2002,R,PAS6,Pre
230,54.88,4.24,9.67,6.74,12,2002,R,PAS6,Pre
230,54.89,4.25,9.66,6.75,12,2002,R,PAS6,Pre
231,62.05,4.6,11.74,8.37,11,2002,R,PAS6,Pre
231,62.08,4.6,11.74,8.36,11,2002,R,PAS6,Pre
232,58.71,4.51,10.43,7.37,11,2002,R,PAS6,Pre
232,58.69,4.5,10.41,7.38,11,2002,R,PAS6,Pre
233,48.81,4.1,8.17,6.1,6,1986,R,OFB2,Pre
233,48.79,4.11,8.16,6.1,6,1986,R,OFB2,Pre
234,45.14,3.73,8.01,5.58,6,1986,R,OFB2,Pre
234,45.13,3.71,8.03,5.59,6,1986,R,OFB2,Pre
235,48.8,4.17,8.95,6.13,6,1986,R,OFB2,Pre
235,48.79,4.16,8.95,6.14,6,1986,R,OFB2,Pre
236,47.89,3.89,8.16,5.37,6,1986,R,OFB2,Pre
236,47.9,3.91,8.15,5.35,6,1986,R,OFB2,Pre
237,47.92,3.91,8.14,5.38,6,1986,R,OFB2,Pre
237,47.94,3.9,8.12,5.39,6,1986,R,OFB2,Pre
238,45.77,3.98,8,5.33,6,1986,R,OFB2,Pre
238,45.78,3.97,8.01,5.34,6,1986,R,OFB2,Pre
239,44.62,3.72,8.47,5.67,6,1986,R,OFB2,Pre
239,44.63,3.71,8.48,5.67,6,1986,R,OFB2,Pre
270,49.25,4.19,8.35,6.1,6,1986,R,OFB2,Pre
270,49.26,4.2,8.35,6.11,6,1986,R,OFB2,Pre
271,51.25,4.15,9.44,6.3,6,1986,R,OFB2,Pre
271,51.25,4.14,9.44,6.31,6,1986,R,OFB2,Pre
272,40.93,3.71,7.65,4.9,7,1986,R,OFB2,Pre
272,40.93,3.7,7.67,4.91,7,1986,R,OFB2,Pre
273,46.74,4.02,8.52,5.44,6,1986,R,OFB2,Pre
273,46.73,4.01,8.52,5.45,6,1986,R,OFB2,Pre
274,46.04,3.89,8.01,5.4,6,1986,R,OFB2,Pre
274,46.05,3.88,7.99,5.4,6,1986,R,OFB2,Pre
275,46.12,4.06,8.29,5.44,6,1986,R,OFB2,Pre
275,46.12,4.05,8.27,5.44,6,1986,R,OFB2,Pre
276,43.25,3.82,8.03,5.29,7,1986,R,OFB2,Pre
276,43.23,3.81,8.03,5.28,7,1986,R,OFB2,Pre
277,46.71,3.59,7.93,5.6,6,1986,R,OFB2,Pre
277,46.72,3.58,7.92,5.6,6,1986,R,OFB2,Pre
278,44.56,3.98,8.74,6,7,1986,R,OFB2,Pre
278,44.57,3.95,8.73,6,7,1986,R,OFB2,Pre
279,42.64,3.85,8.2,5.39,7,1986,R,OFB2,Pre
279,42.65,3.86,8.19,5.39,7,1986,R,OFB2,Pre
281,46.63,4.1,8.48,6,6,1986,R,OFB2,Pre
281,46.64,4.09,8.47,6.01,6,1986,R,OFB2,Pre
282,43.51,3.96,7.77,4.9,7,1986,R,OFB2,Pre
282,43.51,3.94,7.79,4.9,7,1986,R,OFB2,Pre
283,74.02,4.43,11.05,8.67,8,2003,R,PAS1,Pre
283,74.03,4.43,11.06,8.65,8,2003,R,PAS1,Pre
285,70.25,4.08,11.08,8.03,8,2003,R,PAS1,Pre
285,70.24,4.08,11.08,8.03,8,2003,R,PAS1,Pre
286,35.61,2.79,6.29,4.17,12,2003,R,PAS1,Pre
286,35.62,2.8,6.29,4.18,12,2003,R,PAS1,Pre
287,66.56,4.6,11.14,7.92,9,2003,R,PAS1,Pre
287,66.56,4.58,11.18,7.92,9,2003,R,PAS1,Pre
328,55.12,4.3,10.92,7.24,6,2008,R,PAS2,Pre
328,55.14,4.32,10.93,7.25,6,2008,R,PAS2,Pre
329,57.53,4.46,11.4,6.99,6,2008,R,PAS2,Pre
329,57.54,4.44,11.41,6.98,6,2008,R,PAS2,Pre
330,49.32,3.81,9.39,5.75,7,2008,R,PAS2,Pre
330,49.31,3.8,9.41,5.76,7,2008,R,PAS2,Pre
331,57.48,4.47,10.67,7.09,6,2008,R,PAS2,Pre
331,57.48,4.47,10.67,7.1,6,2008,R,PAS2,Pre
332,56.97,4.36,10.92,7.51,6,2008,R,PAS2,Pre
332,56.96,4.35,10.94,7.52,6,2008,R,PAS2,Pre
333,64.15,4.8,11.23,7.83,5,2008,R,PAS2,Pre
333,64.17,4.82,11.24,7.83,5,2008,R,PAS2,Pre
334,57.15,4.2,11.11,7.39,6,2008,R,PAS2,Pre
334,57.14,4.2,11.11,7.31,6,2008,R,PAS2,Pre
335,52.74,3.86,9.71,6.65,7,2008,R,PAS2,Pre
335,52.74,3.85,9.72,6.66,7,2008,R,PAS2,Pre
336,61.92,4.59,10.81,7.62,5,2008,R,PAS2,Pre
336,61.91,4.58,10.82,7.62,5,2008,R,PAS2,Pre
337,57.79,4.08,10.39,6.93,6,2008,R,PAS2,Pre
337,57.8,4.08,10.38,6.94,6,2008,R,PAS2,Pre
338,59.47,4.47,10.54,7.49,6,2008,R,PAS2,Pre
338,59.51,4.46,10.55,7.47,6,2008,R,PAS2,Pre
339,59.27,4.46,10.86,7.51,6,2008,R,PAS2,Pre
339,59.28,4.47,10.85,7.53,6,2008,R,PAS2,Pre
340,54.99,4.36,10.45,7.44,6,2008,R,PAS2,Pre
340,55,4.38,10.47,7.45,6,2008,R,PAS2,Pre
341,58.33,4.32,10.64,7.6,6,2008,R,PAS2,Pre
341,58.34,4.34,10.68,7.61,6,2008,R,PAS2,Pre
342,50.25,3.86,10.46,7.14,7,2008,R,PAS2,Pre
342,50.24,3.84,10.49,7.13,7,2008,R,PAS2,Pre
343,60.27,4.47,10.98,7.35,6,2008,R,PAS2,Pre
343,60.29,4.5,10.96,7.36,6,2008,R,PAS2,Pre
344,54.04,4.4,10.51,7.31,6,2008,R,PAS2,Pre
344,54.06,4.44,10.52,7.32,6,2008,R,PAS2,Pre
345,66.07,4.94,12.83,8.76,5,2008,R,PAS2,Pre
345,66.07,4.94,12.83,8.74,5,2008,R,PAS2,Pre
347,50.34,4.28,9.45,6.33,7,2008,R,PAS2,Pre
347,50.34,4.3,9.45,6.31,7,2008,R,PAS2,Pre
348,47.91,3.86,9.06,5.83,5,1986,R,OFB2,Pre
348,47.92,3.88,9.05,5.83,5,1986,R,OFB2,Pre
349,46.23,3.64,9.13,5.84,5,1986,R,OFB2,Pre
349,46.23,3.65,9.14,5.85,5,1986,R,OFB2,Pre
350,60.35,4.83,11.37,7.41,4,1986,R,OFB2,Pre
350,61.34,4.83,11.39,7.42,4,1986,R,OFB2,Pre
351,46.24,3.74,8.43,5.63,5,1986,R,OFB2,Pre
351,46.25,3.74,8.41,5.63,5,1986,R,OFB2,Pre
352,43.2,3.7,8.23,5.46,6,1986,R,OFB2,Pre
352,43.2,3.7,8.22,5.46,6,1986,R,OFB2,Pre
353,47.26,3.94,8.66,5.46,5,1986,R,OFB2,Pre
353,47.26,3.94,8.65,5.47,5,1986,R,OFB2,Pre
354,42.48,3.52,7.39,4.95,6,1986,R,OFB2,Pre
354,42.47,3.51,7.41,4.94,6,1986,R,OFB2,Pre
355,46.97,3.88,8.5,5.68,5,1986,R,OFB2,Pre
355,46.96,3.88,8.5,5.67,5,1986,R,OFB2,Pre
356,43.74,3.63,8.59,5.79,6,1986,R,OFB2,Pre
356,43.75,3.64,8.6,5.78,6,1986,R,OFB2,Pre
357,41.05,3.43,7.69,5.05,6,1986,R,OFB2,Pre
357,41.03,3.45,7.67,5.07,6,1986,R,OFB2,Pre
358,45.37,3.74,8.59,5.81,5,1986,R,OFB2,Pre
358,45.36,3.74,8.6,5.8,5,1986,R,OFB2,Pre
360,49.76,3.81,8.38,5.72,5,1986,R,OFB2,Pre
360,49.76,3.81,8.38,5.7,5,1986,R,OFB2,Pre
361,44.7,3.85,8.74,5.53,6,1986,R,OFB2,Pre
361,44.7,3.85,8.75,5.52,6,1986,R,OFB2,Pre
362,44.46,3.64,8.85,5.66,6,1986,R,OFB2,Pre
362,44.45,3.64,8.83,5.64,6,1986,R,OFB2,Pre
363,43.12,3.57,7.67,5.21,6,1986,R,OFB2,Pre
363,43.12,3.56,7.68,5.22,6,1986,R,OFB2,Pre
364,46.5,3.76,8.98,5.74,5,1986,R,OFB2,Pre
364,46.49,3.75,8.96,5.73,5,1986,R,OFB2,Pre
365,44.99,3.76,7.77,5.85,6,1986,R,OFB2,Pre
365,44.99,3.75,7.77,5.86,6,1986,R,OFB2,Pre
366,43.58,3.36,7.31,5.2,6,1986,R,OFB2,Pre
366,43.58,3.36,7.31,5.22,6,1986,R,OFB2,Pre
367,44.96,3.62,8.43,5.49,6,1986,R,OFB2,Pre
367,44.97,3.61,8.41,5.49,6,1986,R,OFB2,Pre
388,39.79,3.28,7.13,4.86,4,2011,R,PAS4,Post
388,39.79,3.27,7.1,4.87,4,2011,R,PAS4,Post
390,74.1,5.16,12.18,7.77,11,2010,R,PAS4,Post
390,74.11,5.17,12.17,7.79,11,2010,R,PAS4,Post
391,40.98,3.06,8.9,4.03,4,2011,R,PAS4,Post
391,40.98,3.04,8.92,4.03,4,2011,R,PAS4,Post
392,57.82,4.34,10.2,6.56,2,2011,R,PAS4,Post
392,57.81,4.37,10.19,6.53,2,2011,R,PAS4,Post
393,54.45,4.15,9.81,6.2,2,2011,R,PAS4,Post
393,54.49,4.16,9.79,6.18,2,2011,R,PAS4,Post
394,44.34,3.38,7.97,5.32,3,2011,R,PAS4,Post
394,44.37,3.39,7.98,5.32,3,2011,R,PAS4,Post
395,37.6,3.01,8,4.05,4,2011,R,PAS4,Post
395,37.6,3.02,7.95,4.05,4,2011,R,PAS4,Post
397,56.45,4.06,10.43,6.72,2,2011,R,PAS4,Post
397,56.42,4.05,10.44,6.73,2,2011,R,PAS4,Post
398,49.86,3.56,8.36,6.2,3,2011,R,PAS4,Post
398,49.85,3.56,8.33,6.19,3,2011,R,PAS4,Post
399,53.93,4.35,10.14,7.06,2,2011,R,PAS4,Post
399,53.92,4.31,10.18,7.05,2,2011,R,PAS4,Post
400,33.32,2.9,6.54,4.09,4,2011,R,PAS4,Post
400,33.36,2.88,6.53,4.09,4,2011,R,PAS4,Post
401,44.69,3.4,7.97,5.17,3,2011,R,PAS4,Post
401,44.67,3.37,7.95,5.18,3,2011,R,PAS4,Post
402,42.46,3.23,9.23,4.03,4,2011,R,PAS4,Post
402,42.46,3.23,9.26,4.07,4,2011,R,PAS4,Post
403,45.91,3.5,8.32,5.42,3,2011,R,PAS4,Post
403,45.95,3.49,8.31,5.42,3,2011,R,PAS4,Post
404,44.79,3.48,7.49,5.21,3,2011,R,PAS4,Post
404,44.76,3.44,7.47,5.2,3,2011,R,PAS4,Post
405,37.2,3.15,7.27,4.64,4,2011,R,PAS4,Post
405,37.2,3.18,7.24,4.62,4,2011,R,PAS4,Post
406,44.44,3.6,8.54,5.52,3,2011,R,PAS4,Post
406,44.44,3.61,8.5,5.49,3,2011,R,PAS4,Post
407,34.82,3.03,7.11,3.61,4,2011,R,PAS4,Post
407,34.79,3.02,7.14,3.64,4,2011,R,PAS4,Post
433,44.57,3.95,7.35,5.19,2,2011,R,PAS2,Post
433,44.51,3.88,7.37,5.15,2,2011,R,PAS2,Post
434,43.42,3.49,7.34,5.55,2,2011,R,PAS2,Post
434,43.37,3.48,7.36,5.61,2,2011,R,PAS2,Post
439,42.83,3.2,7.01,5.17,2,2011,R,PAS2,Post
439,42.82,3.14,6.91,5.13,2,2011,R,PAS2,Post
442,44.07,3.41,9.11,5.79,2,2011,R,PAS2,Post
442,44.06,3.43,9.13,5.78,2,2011,R,PAS2,Post
443,22.58,1.6,4.42,2.87,4,2011,R,PAS2,Post
443,22.59,1.61,4.41,2.88,4,2011,R,PAS2,Post
444,55.64,4.07,10.94,8.14,1,2011,R,PAS2,Post
444,55.66,4.06,10.92,8.12,1,2011,R,PAS2,Post
445,25.62,1.9,4.75,3.45,4,2011,R,PAS2,Post
