,js_code,ct_code,country,KII,fs_complexityIND_wop,fs_cousin_pref_cont_est2,fs_polygyny_cont,fs_polygyny_cont_std2,fs_localdom_est,fs_lineage,fs_clan,fs_year,ChurchExpWest,ChurchExpEast,bit_consang,bit_c_ln,bit_collectperiod,hfs_idv_std,swz_embed_std,wvs_dp_s_creative_C_std,wvs_obedience,wvs_dp_s_tradition_C_std,wvs_dp_s_behave_C_std_,wvs_OutInTrust_std,wvs_trust_std,wvs_fair_std,wvs_religion_imp,wvs_family_ties_std,BloodEstPopVol,BloodfracFam,fm_lviol_pc,va_nepotism,htg_cP_perc,htg_cNfirstperiod_perc,ms_perc_errors,gel_Tightnessscore,tal_holistic,hru_particularism,gs_percent_high,ag_pd1,ag_pd1000,ag_pd1500,ag_pdiv_aa,ag_yst_aa,ag_abslat,ag_distcr,ag_continent,ag_ln_gdppc2000,ft_CombinedParasiteStress,bar_CATH00,bar_PROT00,bar_OTHCHRIST00,bar_ORTH00,bar_MUSLIM00,bar_HINDU00,bar_BUDDIS00,irri_impact5,du_caloricsui,du_oat_rain,du_rye_rain,nu_rugged,nu_lat,nu_lon,nu_tropical,geodist_coord1,geodist_coord2,gendist_coord1,gendist_coord2,tal_analytic,IIP
48,CPV,132.0,Cape Verde,-0.9893744,-0.8704458,0.0,0.0,-1.106798,0.33333334,0.0,0.5,1945.0,1.4614202,0.0,,,,-0.8580641,,,,,,,,,,,5.1905127,0.16080074,,,,,,,,,,,,2.4813895,0.73172784,4173.9243,16.0,,Africa,8.5138587468748,0.15214758,0.894,0.018,0.02,0.0,0.028,0.0,0.0,,,,,2.366629147163479,15.9415277245,-23.9805592275,0.0,-3723.9556,303.3854,0.018086735,-0.0018569097,,-0.70485413
49,CRI,188.0,Costa Rica,-1.4552372,-1.4715819,0.02378537,0.060775425,-1.0297244,0.030387713,0.05396947,0.030387713,1950.1719,2.506185,0.0,3.4,1.2237754,1954.0,-1.0855135,-0.80976135,,,,,,,,,,9.767788,0.34879532,2.4170668,0.02,,,,,,,,0.58738303,1.1747661,1.5663548,0.6944881,5440.09,10.0,0.0357302,Americas,9.028994717957437,1.1884316,0.872,0.058,0.036,0.0,0.0,0.0,0.001,0.0,1060.21,0.0,0.0,2.112266742350859,9.9687788224,-84.1989818088,94.01733788998786,-10437.62,-223.71727,-0.011509529,-0.0119645195,,-0.15959057
50,CUB,192.0,Cuba,-1.5565428,-1.572484,0.0,0.0,-1.106798,0.0,0.0,0.0,1950.0,2.6145,0.0,0.8,-0.22314355,1956.0,,,,,,,,,,,,35.331505,0.0,,,,,,,,35.0,,0.44332135,0.88664275,1.329964,0.72934747,5625.0884,21.5,0.0210312,Americas,8.647978919821426,-2.493559,0.39,0.017,0.027,0.0,0.001,0.002,0.001,0.0563157,1907.49,0.0,0.0,0.5283006377245099,21.6263665898,-79.0177768315,100.0,-9839.385,1005.53937,0.006036404,-0.0076281102,,0.5072768
51,CXR,,,-0.48401445,-0.647927,0.0,1.0,0.16137387,0.25,0.0,1.0,1900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.320609666815289,-10.4882454099,105.642612655,100.0,10653.122,-2841.189,,,,
52,CYM,136.0,Cayman Islands,-1.2731818,-1.2217411,0.09411765,0.0,-1.106798,0.0,0.0,0.5,1925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44332135,0.88664275,1.329964,,,19.5,,Americas,,,,,,,,,,0.0,,,,0.09613085997793926,19.4143390122,-80.9264480568,100.0,-10055.814,779.8322,,,,
53,CYP,196.0,Cyprus,-0.7145217,-0.65075904,0.02186717,0.2990586,-0.7275404,0.600901,0.30634764,0.0072890576,1949.9271,0.090299994,6.42765,,,,,0.5932946,1.3143382,41.562706,-0.04757474,0.36427447,-0.7857607,-1.1117656,-1.5673298,2.3088815,0.62646884,50.502087,0.0,1.2539874,0.88,,,,,,,,,16.233767,21.645021,0.7417224,8732.5,35.0,0.0110395,Europe,9.926069656993873,-2.7641206,0.012,0.011,0.03,0.686,0.219,0.0,0.0,0.08674591,1305.12,5283.77,7417.8,2.718278458863452,35.0492429354,33.2349173609,0.0,2677.3728,2095.37,-0.00771459,-0.013983951,,0.17611249
54,CZE,203.0,Czech Republic,-0.93754786,-0.8062952,0.0,0.0,-1.106798,0.66576105,0.0,0.0,1940.1086,6.0527,0.0,0.2,-1.609438,1963.0,0.8705515,-0.55466044,,19.9567,,,,0.08713473,-0.6504313,0.8441726,-1.1032565,38.768826,0.0,3.0006118,-0.62,,,,,,17.0,71.42857,7.9776626,9.972078,23.932987,0.74106395,6502.5,49.75,0.0769749,Europe,9.519043600142904,-3.515601,0.404,0.031,0.189,0.006,0.0,0.0,0.0,0.0,1535.86,6858.65,11159.4,0.8836967943156533,49.7391484357,15.3344746348,0.0,705.9351,3333.4026,-0.010749255,-0.011857289,,0.60590094
55,DEU,276.0,Germany,-1.0146278,-0.90170443,0.0002417314,0.0,-1.106798,0.58207476,0.0,0.001284198,1949.907,7.3313103,0.10349,0.45,-0.7985077,1955.0,1.2799605,-1.9169002,0.77439815,15.769771,-0.9496957,-0.759314,0.35256407,0.68491447,0.003119109,1.0286416,-2.0210483,57.46739,0.0,0.6799663,-1.81,72.433334,54.25,,6.5,34.87,13.0,63.76812,8.59722,10.03009,25.79166,0.7336643,8026.5,51.0,0.041169602,Europe,10.129081708444428,-3.4197214,0.335,0.356,0.059,0.008,0.044,0.001,0.001,0.03298293,1628.73,7179.1,11835.1,0.5974422675422171,51.1095391845,10.3923934887,0.0,157.56055,3440.264,-0.010555701,-0.011921688,65.13,1.0669079
56,DEU_W,900.0,West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,DJI,262.0,Djibouti,0.9589097,0.7351041,0.0,2.0,1.4295459,0.8333333,1.0,1.0,1904.5123,,,,,,,,,,,,,,,,,,,2.0214422,,,,,,,,,0.30744636,0.6148927,1.2297854,,,11.5,0.0352189,Africa,8.383854123428867,2.5099723,0.014,0.0,0.001,0.03,0.941,0.0,0.0,1.0,2.62635,0.0,0.0,2.431862911061797,11.7351352545,42.5798070266,0.0,3676.5332,-277.25854,0.013583919,0.0010525627,,0.0439902
58,DMA,212.0,Dominica,-1.1915414,-1.5297575,0.0150297405,1.0150298,0.18043421,0.0150297405,0.0150297405,0.0150297405,1930.4509,,,,,,,,,,,,,,,,,1.3294183,0.90603995,,,,,,,,,,0.44332135,0.88664275,1.329964,,,15.416667,,Americas,9.011505023070816,-1.5428238,0.758,0.149,0.039,0.0,0.002,0.002,0.001,0.0,1450.23,0.0,0.0,0.0028978374014178338,15.4270639724,-61.3562255417,100.0,-7884.919,320.9229,0.031756863,0.008140423,,-0.80415416
59,DNK,208.0,Denmark,-1.2722708,-1.2206136,0.09378662,0.0,-1.106798,0.0020517057,0.0,0.4982414,1925.0879,5.4715905,0.028399998,,,,1.5983896,-1.5750645,,15.210493,,,,2.6887076,2.7185884,1.119774,-2.5952873,53.001373,0.0,0.0,-1.59,88.742645,70.51471,,,,9.0,,4.713646,9.427292,14.140938,0.7312905,5561.0,56.0,0.022714399,Europe,10.233772147815548,-3.3621774,0.006,0.878,0.032,0.0,0.013,0.001,0.0,0.0,1351.52,6956.37,10952.9,0.18851958261401985,55.9868944159,10.0272396558,0.0,122.5367,3764.0432,-0.010849564,-0.011625558,,1.5991167
60,DOM,214.0,Dominican Republic,-1.5541611,-1.5695361,0.0007910332,0.0,-1.106798,0.0,0.0,0.004202364,1949.7899,2.158,0.0,,,,-0.40316525,,,50.83933,,,,0.015201492,,2.325062,0.4555957,1.8300015,0.8001504,0.12936383,1.42,,,,,66.53,,,0.44332135,0.88664275,1.329964,0.73029333,5082.5293,19.0,0.029725,Americas,8.779152360673303,0.888947,0.883,0.04,0.019,0.0,0.0,0.0,0.0,0.071971454,1794.59,0.0,0.0,1.6405151345286015,18.8953931741,-70.4930053709,87.81660113130476,-8895.488,705.3601,0.01086043,-0.005593796,33.47,-0.48639908
61,DZA,12.0,Algeria,1.0900515,1.3018272,2.5132453,0.99656785,0.1570213,0.75816923,1.0,0.67051864,1899.0352,0.0,0.0,22.6,3.11795,1979.0,,,-1.2752188,52.175667,0.52307945,-1.9020728,-1.1906316,-0.8277643,-0.31814843,2.8940318,0.91175985,3.5921047,0.70623577,3.279722,0.56,,,,,,,,0.8397222,0.8397222,0.6297917,0.7380005,4000.0,28.0,0.76593,Africa,8.657497942312343,1.4762208,0.001,0.0,0.002,0.0,0.967,0.0,0.0,0.79218495,113.032,432.042,625.489,0.5097505758146967,28.1681991117,2.64738911792,0.0,-738.4033,1504.6914,-0.0018082607,-0.00645452,,-0.49133748
62,ECU,218.0,Ecuador,-1.309034,-1.2798086,0.033968154,0.033968154,-1.0637207,0.11606737,0.0007409473,0.23068005,1860.0193,1.3270111,0.0,3.7,1.3083328,1977.5,-1.4039427,,0.15638489,59.73378,-0.1792576,-0.30764064,0.5261099,-1.3405813,-0.08962152,2.5224626,,5.1918116,0.6149041,0.0,1.21,,,,,,,,0.72243893,1.4448779,2.167317,0.65408444,4926.722,2.0,0.18535401,Americas,8.36972333746703,1.9984629,0.931,0.016,0.03,0.0,0.0,0.0,0.001,0.026307093,921.04,0.0,0.0,1.2775224669167564,-1.43408929081,-78.7696937474,73.16508036609258,-9855.157,-1489.4789,-0.024177445,-0.01506553,,-0.19332322
63,EGY,818.0,Egypt,1.3558155,1.6125437,2.9999106,1.041839,0.21443291,0.70837605,1.0,0.9859782,1939.3241,0.0,0.0,29.0,3.3672957,1975.0,-0.6306147,1.6392088,-1.9828675,57.73699,2.2906282,2.1203113,-1.901853,0.020470506,-0.45872295,2.9564183,1.5452851,9.160173,0.3370412,4.9584527,0.45,,,,,50.01,,,4.0182834,5.022854,4.0182834,0.7563203,7079.0,27.0,0.22420199,Africa,8.419763779023187,0.6611975,0.003,0.008,0.003,0.136,0.844,0.0,0.0,1.0,4.13111,13.5713,18.0802,0.7230666602185443,26.5616229312,29.7817784334,0.0,2278.9749,1293.9796,-0.0029254118,-0.0062530707,49.99,-1.3057932
64,ERI,232.0,Eritrea,0.044918783,0.118191615,0.77483445,0.7235631,-0.18919569,0.54425794,0.9899664,0.14709273,1905.669,0.18886,0.0,,,,,,,,,,,,,,,,0.10433379,0.59344333,,,,,,,,,0.45413262,0.90826523,1.8165305,0.7682904,,15.0,0.0933819,Africa,6.319672760335281,4.1217694,0.034,0.006,0.004,0.461,0.447,0.0,0.0,0.22695307,253.793,0.0,0.0,2.4813043189920876,15.3651388903,38.8480721273,0.0,3267.9707,120.34194,0.016467104,0.0026017227,,1.0591003
65,ESH,732.0,Western Sahara,0.94108367,1.3175589,3.0,0.5,-0.47271213,0.6155154,1.0,0.690542,1930.7417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.20341347370725868,24.6739365131,-13.1380421025,0.0,-2501.396,1188.4176,,,,
66,ESP,724.0,Spain,-1.490874,-1.4998639,0.0,0.021498723,-1.079534,0.02071496,0.021498723,0.052571163,1947.7544,4.092893,0.032862,4.1,1.410987,1942.0,0.5521223,-1.2689434,-0.4629051,38.50344,-0.085040614,1.0080792,0.04838413,0.39160153,-0.4581977,1.4034238,0.14145797,36.242405,0.0,2.6315906,-0.95,,,,5.4,46.43,25.0,70.37037,9.018036,8.016032,13.026052,0.7260023,7203.58,40.0,0.12218,Europe,9.88003369309476,-2.1459763,0.917,0.002,0.006,0.0,0.005,0.0,0.0,0.20188355,1580.61,5792.57,8984.24,1.6891482581495652,40.2305292149,-3.64376557701,0.0,-1419.3969,2622.4797,-0.0107594235,-0.012056919,53.57,0.26276058
67,EST,233.0,Estonia,-0.80251205,-0.63914865,1.0422535,0.0,-1.106798,0.5,0.0,0.0,1908.0,1.968,0.8076,,,,0.9615313,0.0065620327,-0.15120938,34.930042,0.2582379,1.0445058,0.09008286,0.2772398,0.36674184,0.9515694,-1.41088,44.37301,0.0,2.456831,-0.84,,,,2.6,,,,0.4192872,0.8385744,2.5157232,0.7316358,4118.0,59.0,0.084040396,Europe,9.31297881392493,-2.3657553,0.004,0.172,0.295,0.165,0.003,0.0,0.0,0.0,1190.14,6681.47,9594.67,0.12262831864498448,58.6731799909,25.5494731394,0.0,1853.0172,3895.8262,-0.013215013,-0.00986795,,0.34414017
68,ETH,231.0,Ethiopia,0.07977278,0.04824583,0.013917583,1.0195072,0.18611231,0.6527511,0.7372594,0.5383879,1932.1638,,,,,,-0.8580641,1.8688002,0.14577198,38.933334,-0.55099225,-0.8486251,-0.039441355,-0.12677322,-1.3350466,2.7312334,,0.33324692,0.6113891,4.118089,0.99,,,,,,,,0.45413262,0.90826523,1.8165305,0.7743011,4000.0,8.0,0.49278,Africa,6.586675205317923,5.1523967,0.007,0.136,0.092,0.365,0.304,0.0,0.0,0.10469479,1188.51,0.0,0.0,1.5696058550205845,8.62190246792,39.6358215859,29.455291808405764,3342.966,-610.4351,0.016237725,0.0020908471,,-0.45273876
69,FIN,246.0,Finland,0.30860728,0.73618937,0.8346339,0.0,-1.106798,0.78133297,0.78107464,0.89027894,1885.1781,2.91,0.0,,,,1.0980009,-1.115883,1.6634762,27.3535,0.19580959,-1.6861173,0.93592155,2.2377083,0.8806496,1.3036282,-1.8249099,44.189613,0.0,0.12666361,-1.81,,,,,28.54,14.0,,,,0.3283102,0.7301581,3500.0,64.0,0.18167,Europe,10.031910925625587,-3.6152217,0.001,0.851,0.065,0.011,0.002,0.0,0.001,0.0,248.963,2423.74,3282.14,0.3276550134077371,64.4814793093,26.239862696,0.0,1935.2284,4203.186,-0.013073578,-0.010010138,71.46,1.2091413
70,FJI,242.0,Fiji,0.35995463,0.39478543,0.48452404,1.0048342,0.16750443,0.6674723,1.0,0.5040794,1890.195,0.18900181,0.00022327,,,,-1.1310034,1.3330877,,,,,,,,,,10.167584,0.31357342,2.8132553,,,,46.9,,,,,0.71428573,1.2755102,1.5306122,0.6746733,,18.0,,Oceania,8.4276946331001,-1.2633854,0.075,0.402,0.093,0.0,0.069,0.333,0.0,0.0,1268.87,0.0,0.0,1.395932274876384,-17.4472095233,161.987816566,100.0,-1176.1416,-3379.3455,-0.02203875,0.017167186,,-0.92727804
71,FLK,238.0,Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2638328084752041,-51.7450527998,-59.3823832908,0.0,-7781.292,-6356.452,,,,
72,FRA,250.0,France,-1.5258346,-1.5355796,0.010767274,0.0027438405,-1.1033185,0.025639184,0.0027438405,0.0027438405,1934.8483,9.06658,0.01725,0.8,-0.22314355,1952.0,1.46192,-1.5495545,0.38736165,34.120445,-2.0311513,1.325239,1.2672338,-0.21281831,0.45544702,1.21859,-0.25730026,39.63914,0.0,1.9695404,-1.38,,,5.7,6.3,,27.0,,9.089256,11.816033,27.267769,0.72942877,7321.4,46.0,0.053724498,Europe,10.128411058547702,-2.5021923,0.67,0.008,0.025,0.006,0.071,0.001,0.008,0.016220778,1823.46,7123.39,10777.7,1.0976835192383132,46.56014429,2.55128531644,0.0,-721.0977,3122.0942,-0.010412531,-0.011885907,,0.8653995
73,FRO,234.0,Faeroe Islands,-1.2731818,-1.2217411,0.09411765,0.0,-1.106798,0.0,0.0,0.5,1925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,Europe,,,,,,,,,,0.0,0.0,0.0,0.0,2.253063961269814,62.0729010873,-6.88486351405,0.0,-1753.7472,4146.2866,,,,
74,FSM,583.0,Micronesia (Federated States of),0.3543382,0.5722188,0.9602035,0.5473173,-0.4127056,0.7091205,0.99843335,0.45268267,1916.775,,,,,,,,,,,,,,,,,1.6033694,0.87676823,,,,,,,,,,,,,,,6.9166665,,Oceania,8.23792607939652,-0.8518027,0.539,0.34,0.052,0.0,0.0,0.0,0.005,,,,,1.3533532793606062,6.67448343428,157.75438346,100.0,16168.733,-1001.15497,,,,-0.7862382
75,GAB,266.0,Gabon,0.80750525,0.5728111,0.0,1.9376827,1.3505168,0.78891295,1.0,0.8254334,1900.4215,0.0994,0.0,,,,,,,,,,,,,,,9.017445,0.5573624,1.1718875,,,,,,,,,0.19119325,0.764773,1.529546,0.74937433,3045.15,1.0,0.236024,Africa,9.253287523148998,4.496619,0.575,0.172,0.161,0.0,0.046,0.0,0.0,0.0,1118.96,0.0,0.0,0.21750761910643696,-0.622678707714,11.7837407761,100.0,225.24078,-1575.0781,0.0332485,0.004128318,,0.17326903
76,GBR,826.0,Great Britain,-1.269476,-1.2171541,0.0930811,0.0,-1.106798,0.00734223,0.0,0.49449334,1925.055,8.51718,0.0,0.4,-0.91629076,1972.0,2.2807379,-1.1924132,0.72274745,43.459282,-0.8651632,0.69685346,1.1662914,0.7484683,0.45374504,1.3390907,-0.71980166,35.200447,0.0,0.038454797,-1.92,75.07143,54.64286,28.32,6.9,39.27,9.0,62.94416,2.893399,7.026826,17.567064,0.7275786,5549.2896,54.0,0.0294346,Europe,10.113197730765014,-3.487583,0.093,0.522,0.205,0.006,0.02,0.011,0.003,0.0,818.537,4980.59,7430.63,0.5684037130962595,54.1501694723,-2.90115540977,0.0,-1318.0845,3671.961,-0.010169082,-0.011587466,60.73,0.84845245
77,GBR_N,909.0,Northern Ireland,,,,,,,,,,,,,,,,,,55.52283,,,,0.87203866,0.5853501,1.760469,0.088582665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9586741
78,GEO,268.0,Georgia,0.4706407,0.7282352,0.48440313,0.5206222,-0.44655964,0.7637634,0.95305383,0.9067886,1894.0715,,,,,,,0.7973753,-1.7929684,19.70803,2.187349,1.8103821,-0.17909856,-0.6195475,0.79998636,2.5807917,0.91022354,1.9742905,0.17452952,2.3840845,0.45,,,,,,,74.2268,0.63829786,1.0638298,2.6595745,0.74254113,6365.0,42.0,0.24033299,Asia,8.26509308858463,-1.6949819,0.011,0.005,0.025,0.581,0.193,0.0,0.0,0.004421933,1742.8,5834.8,9519.97,3.6587020562054966,42.1786579328,43.5129822096,0.0,3832.109,2694.1755,-0.007932682,-0.009959531,,-0.7483613
79,GGY,9024.0,Guernsey,-1.4137251,-1.395705,0.04743652,0.0,-1.106798,0.0,0.0,0.2520065,1927.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,-1282.6278,3349.797,,,,
80,GHA,288.0,Ghana,1.1213567,0.95375025,1.132128,1.9564035,1.3742579,0.8904035,1.0,0.6297247,1913.6825,0.0,0.0,,,,-1.0855135,1.1800272,0.5810389,77.738174,-1.2071475,1.0782278,0.8309625,-1.3717802,-1.0379817,2.8960025,,2.190569,0.6577913,2.5196278,-0.62,,,47.4,,,,,1.1814605,2.7567413,4.3320217,0.7418905,3486.6,8.0,0.27757102,Africa,7.2386410030122414,4.275761,0.095,0.178,0.28,0.0,0.197,0.0,0.0,0.057058826,1540.32,0.0,0.0,0.22754921090124092,7.96276633093,-1.20776765872,100.0,-1204.2883,-603.50116,0.03611114,0.009174812,,-0.4463291
81,GIB,292.0,Gibraltar,-1.4148622,-1.3971126,0.047058824,0.0,-1.106798,0.0,0.0,0.25,1937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,7.81125468102962,36.1389596752,-5.34756780954,0.0,-1615.2488,2268.4675,,,,
82,GIN,324.0,Guinea,1.3973324,1.2805022,1.6893275,1.9932493,1.4209847,0.8231495,1.0,0.9638834,1917.7603,0.0,0.0,25.9,3.254243,1965.0,,,,,,,,,,,,0.3126842,0.90166163,2.4780157,,,,,,,,,1.1814605,2.7567413,4.3320217,0.73179257,3151.5,11.0,0.280026,Africa,7.842326604335617,5.143431,0.016,0.009,0.015,0.0,0.673,0.0,0.0,0.00037354167,1643.05,0.0,0.0,0.7397418303467187,10.4347903586,-10.9385949613,100.0,-2282.6619,-314.8062,0.03569808,-0.006504134,,-0.57560885
83,GLP,312.0,Guadeloupe,-1.2309532,-1.572484,0.0,1.0,0.16137387,0.0,0.0,0.0,1930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1605.01,0.0,0.0,1.1881041110242136,16.2799097794,-61.6005019173,100.0,-7910.529,412.1876,,,,
84,GMB,270.0,Gambia,0.75579613,0.48369116,0.18578577,2.0,1.4295459,0.9810963,1.0,0.23801798,1918.3182,0.01765,0.0,,,,,,,,,,,,,,,1.6804569,0.7432332,0.9138182,-0.09,,,,,,,,1.1814605,2.7567413,4.3320217,0.7285897,3017.5,13.466666,0.0262397,Africa,6.860515641703376,3.78778,0.024,0.005,0.01,0.0,0.869,0.0,0.0,0.0072243055,1365.61,0.0,0.0,0.3530217645657253,13.4465564451,-15.3882782607,89.35480344032106,-2772.255,19.726255,0.03569808,-0.006504134,,0.04268059
85,GNB,624.0,Guinea-Bissau,0.73278624,0.57240045,0.05870846,1.7092131,1.0607781,0.86673456,0.8614659,0.80731803,1929.7242,0.105900005,0.0,,,,,,,,,,,,,,,0.44397882,0.85048544,3.5902786,,,,,,,,,1.1814605,2.7567413,4.3320217,0.729354,3142.5,12.0,0.0422559,Africa,6.6364728732618214,4.2824707,0.105,0.005,0.017,0.0,0.399,0.0,0.0,0.0,1633.82,0.0,0.0,0.4910145873295653,12.0131460682,-14.9871287143,100.0,-2730.2961,-135.72554,0.03569808,-0.006504134,,-0.9666483
86,GNQ,226.0,Equatorial Guinea,0.5774982,0.4414524,0.04144005,1.5571917,0.8679888,0.82489854,0.77859586,0.7792228,1897.7014,0.23273501,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.19119325,0.764773,1.529546,0.7493772,,2.0,0.0851343,Africa,8.778716962301127,3.9028885,0.829,0.02,0.037,0.0,0.041,0.001,0.0,0.0,794.719,0.0,0.0,0.5594912096810208,1.70280929772,10.3345397911,100.0,68.411705,-1315.2008,0.03433454,0.0077125784,,
87,GRC,300.0,Greece,-0.9375671,-0.85178584,0.17163262,0.11281707,-0.96372664,0.538222,0.05950266,0.0,1946.3325,0.0,7.61,,,,-0.17571583,-1.013842,,18.588772,,,,-0.27516383,-1.8327159,2.1163235,-0.2639469,28.620981,0.50265855,0.0,0.02,28.511364,40.68182,,3.9,,39.0,,15.515903,7.7579517,7.7579517,0.7420514,8500.0,39.0,0.0411515,Europe,9.545553637704874,-2.5947855,0.004,0.001,0.02,0.921,0.033,0.0,0.0,0.06470811,1767.16,6321.25,9885.64,3.1025820788253653,39.043399476,22.9888164873,0.0,1543.1129,2469.3005,-0.007688229,-0.013999847,,0.17871547
88,GRD,308.0,Grenada,1.0009023,0.84708244,0.8511215,1.8511214,1.2407422,0.8511215,0.8511215,0.8511215,1955.5337,,,,,,,,,,,,,,,,,,0.61172163,,,,,,,,,,0.44332135,0.88664275,1.329964,,,12.116667,,Americas,8.68207017662898,-1.6534985,0.56,0.355,0.057,0.0,0.003,0.007,0.0,0.0,1797.41,0.0,0.0,2.088413396383799,12.1569795703,-61.6544043034,100.00000000000001,-7924.218,-29.829967,0.03021919,0.007080923,,
89,GRL,304.0,Greenland,-0.7623109,-0.8580633,0.1254902,0.6666667,-0.2613501,0.5833333,0.0,0.0,1890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,2.22524,Americas,,,,,,,,,,,0.0,0.0,0.0,0.41030600936627,74.7277133368,-41.3449645104,0.0,-5580.205,4732.91,,,,
90,GTM,320.0,Guatemala,-0.6358804,-0.49001977,0.025871933,0.14174959,-0.9270353,0.31185192,0.54340905,0.51494396,1934.2212,0.9115475,0.0,,,,-1.4949225,,,46.5,,,,-0.7420836,,2.7747748,,0.35634926,0.9565952,0.10663606,1.31,,,,,,,69.43005,0.58738303,1.1747661,1.5663548,0.64961517,4289.885,15.5,0.104894996,Americas,8.258284327829116,2.241461,0.774,0.09,0.113,0.0,0.0,0.0,0.0,0.0122503545,1518.91,0.0,0.0,1.80738051814205,15.697288497,-90.3564294955,78.37599235323688,-11112.218,405.86862,-0.02927841,-0.0131990975,,-0.38284183
91,GUF,254.0,French Guiana,-1.3140384,-1.4595147,0.11069751,0.46450433,-0.5177267,0.04206213,0.030898085,0.007157473,1930.0161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029893583,900.146,0.0,0.0,0.20531506384955242,3.92959841383,-53.2329456077,100.0,-7002.542,-946.2638,,,,
92,GUM,316.0,Guam,-1.5565428,-1.572484,0.0,0.0,-1.106798,0.0,0.0,0.0,1950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.466666,,Oceania,,,,,,,,,,,891.83,0.0,0.0,0.6663498062352567,13.4402043652,144.776218155,100.0,15054.468,-291.00098,,,,
93,GUY,328.0,Guyana,1.0549138,0.9511327,1.0601518,1.7588285,1.123699,0.8741884,0.85556334,0.8551427,1951.1635,0.045890003,0.0,,,,,,,,,,,,,,,11.148625,0.040958412,1.1966765,0.67,,,,,,,,,,0.22891153,0.7251178,5878.0347,5.0,0.22974001,Americas,8.22501613518683,2.5186353,0.101,0.285,0.114,0.01,0.081,0.325,0.002,0.012492326,1402.34,0.0,0.0,0.27256736880646865,4.79357781786,-58.976127272,100.0,-7640.1167,-839.89667,0.005105835,0.0033041553,,-0.07251965
94,HKG,344.0,Hong Kong Special Administrative Region of China,0.118820205,0.09825871,0.0,1.0,0.16137387,0.8333333,1.0,0.0,1940.0,0.0,0.0,,,,-0.6306147,-0.1209884,-0.16967203,9.10302,-1.2051623,-0.6576384,0.31619173,1.2710977,1.0171826,1.2296932,,,,,-0.73,,,31.6,6.3,,44.0,,,,,0.6983028,8876.0,,,Asia,10.2123005046461,,,,,,,,,0.0,1842.14,1226.03,1662.18,2.5007968940977996,22.3807054794,114.134314428,0.0,11660.305,709.10583,-0.023728894,0.023384385,,0.28119394
95,HMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,7010.153,-6705.241,,,,
96,HND,340.0,Honduras,-1.5059031,-1.5269095,0.016105883,0.045362458,-1.0492707,0.010494555,0.037815496,0.0015593767,1949.25,1.9089999,0.0,3.4,1.2237754,1956.0,-0.8580641,,,,,,,,,,,,0.8343296,1.8722148,1.53,,,,,,,,0.58738303,1.1747661,1.5663548,0.6711883,4924.31,15.0,0.0798539,Americas,7.714077360081712,1.3072987,0.845,0.056,0.069,0.001,0.001,0.0,0.001,0.006485846,1688.64,0.0,0.0,2.150365982206051,14.8215563745,-86.6004367523,94.6362638034219,-10695.83,305.1054,-0.022605728,-0.014919514,,-0.7526896
97,HRV,191.0,Croatia,0.3483962,0.7854399,0.1465798,0.0,-1.106798,0.8333333,1.0,1.0,1950.0,5.5915737,0.372344,0.1,-2.3025851,1963.0,-0.2666956,0.49125427,,31.477186,,,,-0.3253738,-0.7854698,1.8186301,-0.3309305,42.389973,0.0,2.0303462,0.24,,,,,49.73,,,5.8895125,6.871098,8.83427,0.7380211,7055.19,45.166668,0.0338831,Europe,9.10271075968879,-2.8957934,0.885,0.006,0.006,0.056,0.023,0.0,0.0,0.0,1952.07,7301.24,11862.5,1.2674744744170834,45.0259712786,16.4191492003,0.0,820.4831,2976.0127,-0.007719337,-0.013979288,50.27,0.21029823
