,js_code,ct_code,country,KII,fs_complexityIND_wop,fs_cousin_pref_cont_est2,fs_polygyny_cont,fs_polygyny_cont_std2,fs_localdom_est,fs_lineage,fs_clan,fs_year,ChurchExpWest,ChurchExpEast,bit_consang,bit_c_ln,bit_collectperiod,hfs_idv_std,swz_embed_std,wvs_dp_s_creative_C_std,wvs_obedience,wvs_dp_s_tradition_C_std,wvs_dp_s_behave_C_std_,wvs_OutInTrust_std,wvs_trust_std,wvs_fair_std,wvs_religion_imp,wvs_family_ties_std,BloodEstPopVol,BloodfracFam,fm_lviol_pc,va_nepotism,htg_cP_perc,htg_cNfirstperiod_perc,ms_perc_errors,gel_Tightnessscore,tal_holistic,hru_particularism,gs_percent_high,ag_pd1,ag_pd1000,ag_pd1500,ag_pdiv_aa,ag_yst_aa,ag_abslat,ag_distcr,ag_continent,ag_ln_gdppc2000,ft_CombinedParasiteStress,bar_CATH00,bar_PROT00,bar_OTHCHRIST00,bar_ORTH00,bar_MUSLIM00,bar_HINDU00,bar_BUDDIS00,irri_impact5,du_caloricsui,du_oat_rain,du_rye_rain,nu_rugged,nu_lat,nu_lon,nu_tropical,geodist_coord1,geodist_coord2,gendist_coord1,gendist_coord2,tal_analytic,IIP
188,RWA,646.0,Rwanda,0.6489913,0.35148865,0.0,2.0,1.4295459,0.5,1.0,1.0,1910.0,0.0,0.0,,,,,,0.44648573,69.644035,-0.98890966,0.48305622,0.2632368,-1.0846591,1.6273351,2.2170901,,3.7509391,0.0,2.646062,,,,,,,,,,11.916584,24.826216,0.7625331,2540.0,2.0,1.0579599,Africa,6.925663580377456,3.7183516,0.51,0.288,0.03,0.0,0.079,0.002,0.0,0.0011761183,1212.6,0.0,0.0,3.309409058160695,-2.0027240707,29.9228188584,68.87955709384018,2241.5154,-1762.7236,0.029427359,0.005463456,,-0.2313086
189,SAU,682.0,Saudi Arabia,1.0612383,1.0632725,3.0,1.5,0.79545987,0.5,1.0,0.5,1925.0,0.0,0.0,40.6,3.703768,1995.0,-0.6306147,,,66.64447,,,,1.8849672,,2.8637276,1.0201464,5.895614,0.6012049,3.562417,,34.572914,39.791668,,,,,,0.46518335,0.9303667,0.9303667,0.7428897,7596.935,25.0,0.34132698,Asia,9.669442071225374,-0.07004558,0.029,0.002,0.005,0.002,0.937,0.013,0.003,1.0,0.486347,0.0,0.0,0.9139483966467636,24.0973276217,44.5619722672,0.0,3919.7568,1018.52875,-0.0021579636,-0.006084058,,-1.0899259
190,SDN,736.0,Sudan,0.9604558,0.83256555,2.0673516,1.7629168,1.1288836,0.6983987,1.0,0.28211355,1920.7543,0.0,0.0,52.0,3.9512436,1980.0,,,,,,,,,,,,0.9386476,0.84633464,4.8005457,,,,,,,,,0.84175086,1.2626263,1.6835017,0.76517206,4869.6,15.0,0.962166,Africa,6.954365331965043,4.9745836,0.079,0.078,0.006,0.004,0.703,0.0,0.0,0.2246709,658.175,0.0,0.0,0.4415626343828899,13.8871355407,30.089947465,20.679418660183742,2290.416,-20.944038,0.009456473,-0.0033369493,,-1.3806393
191,SEN,686.0,Senegal,1.1984075,1.032373,0.9940276,1.997966,1.4269664,0.9129457,1.0,0.7869121,1937.568,0.12922,0.0,,,,-0.6306147,1.6392088,,,,,,,,,,3.830269,0.113899805,4.397049,,,,,,,,,1.1814605,2.7567413,4.3320217,0.7281674,3096.0,14.0,0.107650004,Africa,7.359701416881502,4.9706335,0.047,0.001,0.008,0.0,0.876,0.0,0.0,0.058467295,1013.81,0.0,0.0,0.24414503224694975,14.3614823514,-14.4744746885,34.99866826068084,-2668.8374,116.220535,0.032577757,0.0052250405,,-1.138791
192,SGP,702.0,Singapore,,,,,,,,,,0.045149997,0.0,5.0,1.609438,1962.5,-0.8580641,0.49125427,-0.42031875,41.41791,-1.0332099,-0.8666692,0.5960678,0.1407054,0.055615474,2.218166,0.9613821,20.943293,0.0,1.5213565,-1.38,,,,10.4,53.03,31.0,,0.30374825,0.6074965,1.214993,0.69828105,8187.5,1.3666667,,Asia,10.289897973565319,-1.7564582,0.04,0.046,0.037,0.0,0.184,0.051,0.145,0.0,919.078,0.0,0.0,0.01646554335249436,1.36113412033,103.820285095,100.0,10472.967,-1533.9313,-0.022610499,0.020975402,46.97,0.08980974
193,SHN,654.0,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8628182117382526,-25.6562889838,-10.466253449,0.0,-2297.786,-4208.103,,,,
194,SLB,90.0,Solomon Islands,-0.19713275,-0.13641502,0.024096547,0.6118955,-0.33080938,0.39464328,0.8393513,0.5908038,1927.4188,,,,,,,,,,,,,,,,,1.7145674,0.6276286,,,,,,,,,,0.71428573,1.2755102,1.5306122,,,8.0,,Oceania,7.607176748369488,-0.06965354,0.108,0.74,0.109,0.0,0.001,0.0,0.003,0.0,,,,1.5396328911860235,-8.89535893488,159.601059594,100.0,16661.861,-2771.988,-0.029645786,0.03653476,,-0.778966
195,SLE,694.0,Sierra Leone,0.94362473,0.8116713,0.68754655,1.7630677,1.1290749,0.8562963,0.88153386,0.8403823,1909.766,0.0,0.0,,,,-0.8580641,,,,,,,,,,,0.6395114,0.90000695,3.2912378,,,,,,,,,1.1814605,2.7567413,4.3320217,0.7327402,3202.9053,8.5,0.12732701,Africa,6.52756274489585,4.1633525,0.033,0.038,0.043,0.0,0.459,0.001,0.0,0.0012252707,1316.01,0.0,0.0,0.49842448893408003,8.56071771982,-11.7910313445,100.0,-2381.0957,-517.5741,0.03155731,0.008338689,,-0.85533214
196,SLV,222.0,El Salvador,-1.0719537,-1.076546,0.0,0.25776777,-0.77990425,0.12888388,0.25776777,0.25776777,1839.1599,2.075,0.0,4.9,1.5892352,1957.0,-0.90355396,,,62.360447,,,,-0.8159344,,2.7996795,1.2351474,1.938245,0.87476516,1.001256,0.45,,,,,,,,0.58738303,1.1747661,1.5663548,0.67314523,5100.0,13.833333,0.0442959,Americas,8.462130190080341,0.28716865,0.834,0.054,0.088,0.0,0.0,0.0,0.0,0.0,1764.08,0.0,0.0,1.7501590041226183,13.7240146262,-88.8686477413,100.0,-10950.297,191.8079,-0.024757056,-0.015418323,,-0.54482937
197,SMR,674.0,San Marino,-1.0420429,-0.93563855,0.0,0.0,-1.106798,0.0,0.0,1.0,1960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.766666,,Europe,,-3.532486,0.887,0.0,0.035,0.0,0.0,0.0,0.0,0.0,2507.87,7109.4,11008.7,1.802089074727205,43.9435061076,12.4591830414,0.0,378.2338,2897.735,-0.007688229,-0.013999847,,
198,SOM,706.0,Somalia,0.95333695,0.729091,0.0032929266,1.9978048,1.4267619,0.8283406,1.0,0.9978047,1914.7319,0.0,0.0,,,,,,,,,,,,,,,0.49361843,0.7164961,,,,,,,,,,0.30744636,0.6148927,1.2297854,0.7659344,3545.1,10.0,0.117899,Africa,6.524491371870781,3.6840298,0.0,0.0,0.002,0.013,0.983,0.0,0.0,0.8564636,1188.51,0.0,0.0,0.6502255968517252,6.06098335142,45.8672799085,0.0,4031.6597,-903.3444,0.014353864,-0.00059379655,,-0.8588143
199,SPM,666.0,Saint Pierre and Miquelon,-1.5565428,-1.572484,0.0,0.0,-1.106798,0.0,0.0,0.0,1930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.8329433935866694,46.9355392236,-56.3234687159,0.0,-7273.3945,3264.5461,,,,
200,SRB,688.0,Serbia,0.33321258,0.7664547,0.14597936,0.00047392983,-1.1061971,0.8370597,0.97176176,0.99533606,1949.7058,,,,,,-0.6306147,-0.60568064,,35.320644,,,,-0.46475258,-0.9096838,1.813429,0.13079181,29.591423,0.09477052,,,,,,,79.3,,,,,,,,,,,,-2.5783222,,,,,,,,0.0,2375.6,7212.65,12248.9,,,,,1307.2458,2888.5366,,,20.7,-0.122578025
201,SSD,9036.0,South Sudan,0.85108507,0.612983,0.04772861,1.9730074,1.3953146,0.7561894,1.0,0.8651075,1914.8439,,,,,,,,,,,,,,,,,0.0043956917,0.9893187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.89080876
202,STP,678.0,Sao Tome and Principe,-0.9893744,-0.8704458,0.0,0.0,-1.106798,0.33333334,0.0,0.5,1945.0,,,,,,,,,,,,,,,,,3.2806785,0.34711644,,,,,,,,,,0.19119325,0.764773,1.529546,,,1.0,,Africa,7.170260242131796,-0.22594872,0.753,0.037,0.167,0.0,0.0,0.0,0.0,0.0,,,,2.3472922145464046,0.445610022256,6.72677129184,100.0,-335.55905,-1447.1831,,,,-0.67654455
203,SUR,740.0,Suriname,0.21227084,0.20340295,0.52656436,1.0261245,0.19450419,0.7910877,0.5099211,0.5051936,1954.389,,,,,,0.37016279,,,,,,,,,,,19.152437,0.0,,,,,,,,,,,,0.22891153,,,4.0,0.196855,Americas,8.466619591760333,2.2066875,0.223,0.173,0.109,0.0,0.139,0.178,0.006,0.026335714,1230.14,0.0,0.0,0.30681804155357884,4.13288851064,-55.9111983476,100.0,-7300.2485,-918.6582,-0.0016552106,0.005217128,,0.36580437
204,SVK,703.0,Slovakia,-0.8913414,-0.74910104,0.0005517845,0.0,-1.106798,0.68263465,0.00040782747,0.058562946,1939.8473,6.011208,0.026448,0.2,-1.609438,1962.5,0.5976122,0.03207212,,31.504587,,,,-0.51122475,-0.8550999,1.640404,-0.23621026,37.93527,0.0,2.0147119,-0.3,,,,,,,70.11494,7.9776626,9.972078,23.932987,0.73731935,6611.35,48.666668,0.0774823,Europe,9.179558057424469,-3.4694943,0.679,0.111,0.061,0.004,0.0,0.0,0.0,0.0,1825.96,6860.05,11451.7,1.5597294793093246,48.7065662498,19.4870123471,0.0,1166.8169,3250.2295,-0.011031238,-0.011574101,,0.46345252
205,SVN,705.0,Slovenia,0.3105604,0.7386069,0.14259116,0.0,-1.106798,0.81065714,0.9727886,1.0,1950.2721,7.3413897,0.11359999,0.6,-0.51082563,1962.5,-0.5396349,-0.24853882,0.34032524,31.089794,-0.712247,0.2158059,-0.46052524,-0.4548478,-0.19417249,1.3007004,-0.047580626,45.999523,0.0,1.8351973,-0.09,,,,,,,,5.8895125,6.871098,8.83427,0.73671615,7003.5,46.116665,0.0376239,Europe,9.809479348063267,-3.1746125,0.835,0.016,0.064,0.006,0.001,0.0,0.0,0.0,1867.94,7214.35,11864.5,2.495802730039493,46.1115988991,14.8229281706,0.0,644.29083,3063.7014,-0.00771212,-0.013984059,,0.2934462
206,SWE,752.0,Sweden,-1.2657844,-1.2125847,0.09739377,0.0,-1.106798,0.0040823696,0.0035591975,0.5012564,1924.8446,4.93257,0.028399998,0.6,-0.51082563,1948.0,1.46192,-1.7536358,2.2844415,15.552561,-0.95498,-1.9825923,1.6438758,2.7137058,1.5781976,1.0579915,-1.6293195,50.362064,0.0,0.0,-1.38,,,,,30.74,8.0,60.975613,0.48741257,0.97482514,1.9496503,0.72981954,5459.5,62.0,0.16026899,Europe,10.135859191624885,-3.3142269,0.019,0.629,0.018,0.013,0.023,0.0,0.0,0.0,349.93,2147.18,3147.42,0.7154700717927625,62.776720585,16.7593118664,0.0,878.54626,4136.9185,-0.010722175,-0.011899969,69.26,1.6259282
207,SWZ,748.0,Swaziland,1.113869,0.92691183,0.0,2.0,1.4295459,1.0,1.0,1.0,1880.0,0.24384001,0.0,,,,,,,,,,,,,,,9.933839,0.0,1.6807071,,,,,,,,,0.07923805,0.23771414,0.47542828,0.7438199,1609.6,26.5,0.110120006,Africa,9.049822874553108,2.0387938,0.052,0.183,0.634,0.0,0.007,0.002,0.0,0.0,2068.44,0.0,0.0,3.062861357974817,-26.5647086628,31.5014924777,2.876148802408021,2371.7632,-4379.771,0.03522555,0.0053389403,,0.022384249
208,SYC,690.0,Seychelles,0.86259174,1.4219085,2.0,0.0,-1.106798,0.8333333,1.0,1.0,1900.0,,,,,,,,,,,,,,,,,10.5228405,0.3702484,,,,,,,,,,,,,,,4.5833335,,Africa,9.26792850737485,-1.7053742,0.867,0.058,0.044,0.0,0.002,0.005,0.0,,,,,4.885415703707642,-6.72258067795,51.9235332285,100.0,4685.088,-2321.6516,-0.0036465412,0.016445186,,-0.20291743
209,SYR,760.0,Syrian Arab Republic,0.96679884,1.2228595,2.3458066,0.81395864,-0.07455857,0.72652525,0.9968177,0.697548,1941.203,0.0,0.0,31.28,3.4429789,2008.0,-0.17571583,,,,,,,,,,,,,3.9949293,,,,,,,,,11.597341,7.73156,7.73156,0.7506532,10373.0,35.0,0.301359,Asia,7.601346286641203,-1.2312149,0.02,0.002,0.006,0.05,0.893,0.0,0.0,0.6108952,663.867,2721.17,3727.79,0.7555580090815738,35.0140586859,38.4976619468,0.0,3263.0745,2081.9832,-0.0038802247,-0.007148531,,-0.76730126
210,TCA,796.0,Turks and Caicos Islands,1.3912995,1.2703141,1.0,2.0,1.4295459,1.0,1.0,1.0,1960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006769173091000113,21.7500592153,-71.8561551928,100.0,-9042.055,1004.4062,,,,
211,TCD,148.0,Chad,0.48650625,0.19371352,0.004231446,1.8924402,1.2931415,0.58393335,0.94536895,0.6593498,1900.7368,0.0,0.0,,,,,,,,,,,,,,,0.26606092,0.93712753,4.843293,2.39,,,,,,,,0.20958605,0.41917208,0.62875813,0.75420386,2708.4,15.0,1.27502,Africa,6.720829289730277,5.7375827,0.066,0.102,0.06,0.0,0.591,0.0,0.0,0.13734236,497.449,0.0,0.0,0.4194681299381853,15.3648988481,18.6666028696,13.412965556661995,1021.71924,159.38329,0.020308506,-0.0001528287,,-1.7499835
212,TGO,768.0,Togo,0.8511607,0.6017329,0.007461745,2.0,1.4295459,0.71702474,1.0,0.9967335,1922.881,0.0,0.0,,,,,,,,,,,,,,,5.6224513,0.06317015,2.3984501,,,,,,,,,1.1814605,2.7567413,4.3320217,0.7425411,3152.9,8.0,0.261366,Africa,6.71315842369588,4.266957,0.243,0.104,0.08,0.0,0.189,0.0,0.0,0.039997622,1644.04,0.0,0.0,0.2802605083552293,8.5284120244,0.977211719371,100.0,-960.01764,-545.82385,,,,-0.37370315
213,THA,764.0,Thailand,-1.1757139,-1.4981705,0.016082454,0.9852643,0.14268646,0.041400194,0.017764458,0.013351055,1940.01,0.0,0.0,,,,-0.8580641,0.5422745,-0.59751743,49.561085,0.5103655,-1.0702654,-0.69962317,0.7994271,0.20990148,2.4700258,,30.195005,0.0,3.2499611,-0.09,,,,,62.4,37.0,,0.97868425,1.9573685,3.914737,0.70052594,5990.0,15.0,0.214576,Asia,8.77548694851268,2.9748175,0.004,0.005,0.013,0.0,0.068,0.004,0.853,0.0049122595,1526.38,0.0,0.0,1.050792207430964,15.1072771367,101.017841943,99.54566955065245,10187.152,-27.537148,-0.025165945,0.02344358,37.6,-0.30558515
214,TJK,762.0,Tajikistan,1.1325049,1.2212204,2.6603122,1.3269675,0.57602483,0.8317841,1.0,0.33161503,1888.3214,0.0,0.10533,,,,,,,,,,,,,,,1.9051927,0.12107155,1.678009,1.31,,,,,,,,0.3819914,0.63665235,0.89131325,0.72914094,6943.0,39.0,1.5481801,Asia,7.414814532866112,-1.2726675,0.001,0.003,0.002,0.015,0.836,0.0,0.001,0.13534388,543.617,1971.93,3156.41,5.3007872177506625,38.527198577,71.0383338274,0.0,6890.374,2331.5664,-0.012715181,0.0023465827,,-0.6024567
215,TKL,772.0,Tokelau,0.78827935,0.92691183,0.0,1.0,0.16137387,1.0,1.0,1.0,1900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-9.08847174389,-171.830447574,100.0,-20227.713,-2151.5022,,,,
216,TKM,795.0,Turkmenistan,1.1810788,1.4117908,2.2819037,1.0032907,0.16554698,0.74042434,1.0,1.0,1918.4763,0.0,0.16565001,,,,,,,,,,,,,,,,,1.9277503,,,,,,,,,0.3819914,0.63665235,0.89131325,0.73579264,7857.5,40.0,1.34813,Asia,8.939086672106345,-1.3373777,0.001,0.001,0.005,0.017,0.872,0.0,0.0,0.9959803,414.82,1274.32,2567.41,0.28396568178158044,39.1941609289,59.1775009466,0.0,5571.236,2412.2478,-0.0078034336,-0.009867662,,0.11059215
217,TLS,626.0,Timor-Leste,1.6275806,1.5627817,1.9938,2.0,1.4295459,0.95759165,1.0,1.0,1947.3936,0.0,0.0,,,,,,,,,,,,,,,0.7539082,0.5577632,,1.31,,,,,,,,,,,0.67309296,,8.833333,,Asia,,3.3331783,,,,,,,,0.0,1869.56,0.0,0.0,1.8497356886400615,-8.82654629676,125.857806173,100.0,12906.278,-2699.149,,,,-1.0853932
218,TON,776.0,Tonga,0.3234017,0.35148865,0.0,1.0,0.16137387,0.5,1.0,1.0,1917.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,20.0,,Oceania,8.131021191198295,-1.5457352,0.136,0.424,0.365,0.0,0.0,0.001,0.001,,,,,0.7728943020559755,-19.8589828514,-174.847180663,99.99999999999999,-20583.523,-3297.9324,-0.035692926,0.04224744,,
219,TTO,780.0,Trinidad and Tobago,1.2858245,1.1559681,0.95977694,1.959777,1.3785361,0.95977694,0.95977694,0.95977694,1958.7933,0.54982,0.0,,,,-1.0400237,,0.738371,71.96402,-0.70307505,1.4431918,1.0280463,-1.5976605,-1.7255132,2.6757164,,0.0,1.0,0.8828866,-0.3,,,,,,,,0.44332135,0.88664275,1.329964,0.7325545,5753.683,11.0,0.00795231,Americas,9.6003557036634,0.3166262,0.307,0.257,0.075,0.0,0.068,0.228,0.003,0.0,1433.24,0.0,0.0,0.6027869328536019,10.4691047028,-61.2567555997,100.0,-7883.142,-213.66797,0.015027296,0.006555627,,-0.18754229
220,TUN,788.0,Tunisia,1.420198,1.5747598,3.0,1.3333334,0.5840979,0.9444444,1.0,0.5,1926.6666,0.0,0.0,26.9,3.2921262,1985.0,,,-0.29837674,38.6722,0.57647765,0.09377515,-2.4245462,-0.71971047,-0.39155254,2.9351082,,6.575899,0.6396246,2.8726025,0.56,,,,,,,,5.1493306,6.436663,5.1493306,0.7424626,4500.0,34.0,0.108772,Africa,8.85270950992757,-0.6240515,0.002,0.0,0.003,0.0,0.989,0.0,0.0,0.5729544,443.36,1473.59,2076.47,0.726361917342019,34.1202753184,9.57859430703,0.0,42.88409,2056.2434,-0.0030544945,-0.006307901,,-0.61981905
221,TUR,792.0,Turkey,0.28231055,0.2945709,0.44184363,1.0150251,0.18042833,0.7900004,0.99985075,0.14847854,1948.3267,0.0,0.32256,20.8,3.0349529,1990.0,-0.08473606,-0.09547831,0.22526455,41.944885,0.32497773,-0.9743585,-0.921352,-1.0421926,-1.1414071,2.640215,0.40176708,24.136322,0.17110229,0.0,0.24,35.632812,44.6875,,9.2,,,75.0,7.7959538,9.420111,8.120786,0.7464044,9638.0,39.0,0.160468,Asia,8.65077800965939,-0.18437387,0.001,0.001,0.001,0.003,0.972,0.0,0.001,0.07840565,1583.95,5712.55,9252.21,2.620193178308081,39.0613893002,35.1736437635,0.0,2899.3435,2447.2659,-0.007369798,-0.009833679,,-0.14373378
222,TUV,798.0,Tuvalu,0.6215585,0.72054565,0.0,1.0,0.16137387,0.8206831,1.0,1.0,1890.9487,,,,,,,,,,,,,,,,,9.027106,0.5934236,,,,,,,,,,,,,,,,,,,-1.121588,,,,,,,,,,,,0.02471469742125088,-7.41404469115,178.052092308,100.0,18718.19,-2645.4312,,,,-0.3007363
223,TWN,158.0,Taiwan Province of China,0.5684024,0.6711862,0.0,0.9592151,0.1096516,0.82925516,0.9999076,0.90710646,1922.025,0.0,0.0,,,,-0.9945337,0.03207212,-0.5394883,18.151001,0.11944143,0.9849436,0.20253304,0.2517078,1.3430108,1.5654744,0.23676687,,,,-0.84,,,,,,,,,,,,,,,,,,0.013,0.018,0.031,0.0,0.004,0.0,0.209,0.0,1271.15,1134.05,1633.58,3.4901375597793445,23.7515406276,120.953207763,8.846459056725854,12421.695,835.6297,-0.023444375,0.023337243,,-0.04972662
224,TZA,834.0,United Republic of Tanzania,0.5241637,0.28586254,0.5601024,1.7794493,1.1498497,0.5379211,0.99904376,0.5274721,1920.2473,0.0,0.0,,,,-0.6306147,,,76.08881,,,,-1.2754097,,2.7962618,0.82120454,2.901526,0.12310233,2.235943,-0.41,,,,,,,84.28571,0.11317466,0.9053973,1.9805566,0.76099676,2500.0,6.0,0.477395,Africa,6.705225762560907,4.386481,0.247,0.244,0.053,0.0,0.318,0.01,0.001,0.041175008,1970.57,0.0,0.0,0.6774514906479073,-6.26551641232,34.8255500365,88.2944968767263,2779.0283,-2242.199,,,,-0.8990853
225,UGA,800.0,Uganda,0.365626,0.004245268,0.13657384,1.9913037,1.4185174,0.469194,1.0,0.4367704,1918.5774,0.0,0.0,,,,,1.0779868,,69.461075,,,,-1.2949497,,2.6483517,0.7776075,5.5895047,0.0,1.5043592,0.35,,,,,,,,0.50735664,4.058853,7.61035,0.7652915,3500.0,1.0,0.969328,Africa,6.963939458611486,5.8571243,0.414,0.416,0.054,0.002,0.052,0.008,0.0,0.04855574,1812.38,0.0,0.0,0.9132366639056453,1.28157477036,32.3884708463,97.78262396425042,2522.2634,-1404.4476,0.027714588,0.004586033,,-0.66688275
226,UKR,804.0,Ukraine,-0.91723275,-0.7838417,0.117401116,0.0066809207,-1.0983255,0.2506857,0.0006440699,0.72131693,1921.8691,0.0,2.70768,,,,-0.6306147,0.31268367,-1.350924,40.54054,0.8785862,0.5952348,0.19538938,0.16005747,-0.05405755,1.6579051,-0.1494921,,,2.6426353,0.56,54.397728,54.772724,,1.6,,,,0.4192872,0.8385744,2.5157232,0.73744464,6214.0,49.0,0.074536696,Europe,8.51776697424418,-1.3276485,0.106,0.026,0.169,0.53,0.004,0.0,0.0,0.07626379,2142.88,6481.19,11425.0,0.415840020632231,49.0088928048,31.410741786,0.0,2494.3452,3249.3066,-0.013159035,-0.009896164,,-0.26180336
227,URY,858.0,Uruguay,-1.5565428,-1.572484,0.0,0.0,-1.106798,0.0,0.0,0.0,1950.0,6.157127,0.054119274,2.6,0.95551145,1976.0,-0.13022594,,1.3151896,39.466667,-0.035084825,-0.03408911,0.44805303,-0.3203807,-0.25961643,1.4166386,-0.030824613,16.251446,0.5716185,1.7001144,0.56,,,,,,35.0,,,,0.10303224,0.7244862,7150.464,33.0,0.120051004,Americas,9.281705872973644,-1.9766624,0.582,0.026,0.04,0.006,0.0,0.0,0.0,0.013795237,2743.12,6915.69,9932.71,0.43547894025077033,-32.801778232,-56.0133071587,0.0,-7379.315,-4811.105,-0.0103812395,-0.012988367,,0.115136765
228,USA,840.0,United States of America,-1.2007076,-1.1570892,0.112959474,0.06217218,-1.0279531,0.030523717,0.031255774,0.5012697,1925.3175,5.3905196,0.0878508,0.2,-1.609438,1959.5,2.3717177,-0.35057917,0.8105822,31.44315,0.028592883,-0.07784689,1.4639932,1.0075401,0.12945968,2.2008493,0.40317675,35.380386,1.8415218e-05,,-2.02,89.90178,64.82143,28.296907,5.1,37.21,7.0,,0.02183654,0.04367308,0.08734616,0.7203445,5935.1226,38.0,0.446154,Americas,10.444779351822442,-1.7444135,0.182,0.211,0.436,0.018,0.015,0.005,0.009,0.19006814,1207.15,3312.08,5668.04,1.0734555202211222,45.7183965706,-112.981787992,0.3578068896175714,-13581.243,3280.6501,-0.008445915,-0.010235494,62.79,0.960701
229,UZB,860.0,Uzbekistan,1.4802184,1.3955642,1.9968021,1.962317,1.3817573,0.8323275,0.998793,0.96352404,1807.0486,0.0,0.20235,10.0,2.3025851,,,,-3.1332462,24.533333,1.6874864,2.6546187,-2.1955817,-0.85362,2.194856,2.0236168,,,,2.289683,,,,,,,,,0.3819914,0.63665235,0.89131325,0.72844017,6397.5,41.0,1.71954,Asia,8.172797104213027,-1.4635677,0.002,0.002,0.005,0.008,0.762,0.0,0.002,0.65439755,424.278,1243.34,2242.54,0.5259386482482857,41.6334860355,63.340893874,0.0,6038.2236,2610.6665,-0.008210134,-0.008911659,,-1.4923831
230,VAT,336.0,Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866.28,6164.17,9380.95,0.4381999865645572,41.903910856,12.4514423745,0.0,374.4824,2731.6094,,,,
231,VCT,670.0,Saint Vincent and The Grenadines,1.3912995,1.2703141,1.0,2.0,1.4295459,1.0,1.0,1.0,1960.0,,,,,,,,,,,,,,,,,0.9102256,0.91364205,,,,,,,,,,0.44332135,0.88664275,1.329964,,,13.25,,Americas,8.945300458354653,-1.069115,0.088,0.47,0.333,0.001,0.015,0.034,0.0,0.0,1660.07,0.0,0.0,3.070935815951326,13.1853953827,-61.2049069919,100.0,-7872.2563,80.30097,0.0343801,0.009511818,,-0.8315688
232,VEN,862.0,Venezuela,-1.2710414,-1.3171483,0.14382699,0.24330805,-0.7982417,0.11774104,0.07534981,0.026406078,1949.1357,2.3370202,0.0,1.35,0.3001046,1973.0,-1.2219832,-0.17200857,,50.708336,,,,-0.80037487,,2.4344194,1.4180571,0.9375755,0.93499494,2.3214881,-0.09,,,,3.7,,68.0,,0.22674452,0.34011677,0.45348904,0.6924786,5532.4634,8.0,0.12757,Americas,8.898771216741583,2.8833272,0.918,0.01,0.021,0.001,0.003,0.0,0.001,0.017838305,1325.9,0.0,0.0,0.633912194204443,7.13229130305,-66.1531286994,96.75154181243138,-8434.463,-568.82074,0.008913538,-0.0064203683,,-0.49418285
233,VGB,92.0,British Virgin Islands,1.3912995,1.2703141,1.0,2.0,1.4295459,1.0,1.0,1.0,1960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.2568656933761482,18.5111581386,-64.5175333612,100.0,-8231.104,653.5006,,,,
234,VIR,850.0,United States Virgin Islands,1.3912995,1.2703141,1.0,2.0,1.4295459,1.0,1.0,1.0,1960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44332135,0.88664275,1.329964,,,18.333334,,Americas,,,,,,,,,,0.0,,,,1.4041074502704702,17.9849326752,-64.8048652903,100.00000000000001,-8264.046,598.73285,,,,
235,VNM,704.0,Viet Nam,0.5910252,0.41238853,0.18907389,1.6708542,1.0121324,0.68574804,0.8473941,0.8285522,1947.7511,0.0,0.0,,,,-0.8580641,,-0.6738065,41.72345,0.4089794,-0.6572148,-0.60390043,1.5174742,2.2720156,1.2248569,1.0980641,9.011656,0.043743383,2.3935304,0.56,,,,,,,78.57143,1.2289164,2.4578328,6.144582,0.6890141,6075.0,16.0,0.0799946,Asia,7.691386416452102,2.1139827,0.067,0.007,0.008,0.0,0.007,0.0,0.495,0.031864148,1592.86,0.0,0.0,2.053842020610186,16.6434818877,106.306441289,56.53464972904928,10778.632,125.74485,-0.022361498,0.019688675,,-0.43167457
236,VUT,548.0,Vanuatu,0.71042305,0.70915616,1.0415412,1.3011951,0.5433411,0.5,1.0,1.0,1919.1556,,,,,,,,,,,,,,,,,5.077075,0.09604317,,,,,,,,,,0.71428573,1.2755102,1.5306122,,,16.0,,Oceania,8.08170048791592,-0.79107064,0.143,0.664,0.124,0.0,0.0,0.0,0.002,0.0,,,,1.7288900871834725,-16.1959303482,167.703066408,100.0,17549.934,-3575.5098,-0.035498623,0.041401263,,-0.5590628
237,WBG,9016.0,West Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,,,,,,,,,,,,,,,,,,,,,,,
238,WBG_G,9020.0,Gaza Strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
